matchID,homeP1,homeP2,homeP3,homeP4,homeP5,homeP6,homeP7,homeP8,homeP9,homeP10,homeP11,awayP1,awayP2,awayP3,awayP4,awayP5,awayP6,awayP7,awayP8,awayP9,awayP10,awayP11
59246,Robert Sánchez,Ben White,Adam Webster,Dan Burn,Jakub Moder,Yves Bissouma,Pascal Groß,Steven Alzate,Leandro Trossard,Alireza Jahanbakhsh,Danny Welbeck,Lukasz Fabianski,Aaron Cresswell,Vladimír Coufal,Craig Dawson,Angelo Ogbonna,Pablo Fornals,Jesse Lingard,Jarrod Bowen,Tomás Soucek,Declan Rice,Michail Antonio
59252,Jack Butland,Joel Ward,Cheikhou Kouyaté,Gary Cahill,Tyrick Mitchell,Eberechi Eze,Jeffrey Schlupp,James McCarthy,Andros Townsend,Wilfried Zaha,Christian Benteke,Emiliano Martínez,Matt Targett,Ezri Konsa,Ahmed El Mohamady,Kortney Hause,Douglas Luiz,John McGinn,Jacob Ramsey,Ollie Watkins,Bertrand Traoré,Anwar El Ghazi
59255,Hugo Lloris,Sergio Reguilón,Toby Alderweireld,Eric Dier,Japhet Tanganga,Pierre-Emile Højbjerg,Son Heung-Min,Gareth Bale,Giovani Lo Celso,Dele Alli,Harry Kane,Rui Patrício,Ki-Jana Hoever,Conor Coady,Nélson Semedo,Romain Saïss,Morgan Gibbs-White,Vitinha,João Moutinho,Leander Dendoncker,Adama Traoré,Fábio Silva
59253,Martin Dúbravka,Paul Dummett,Matt Ritchie,Emil Krafth,Federico Fernández,Jacob Murphy,Jonjo Shelvey,Miguel Almirón,Joe Willock,Joelinton,Allan Saint-Maximin,Scott Carson,Kyle Walker,Nathan Aké,João Cancelo,Eric García,Ilkay Gündogan,Rodri,Bernardo Silva,Raheem Sterling,Gabriel Jesus,Ferran Torres
59247,Bailey Peacock-Farrell,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Josh Brownhill,Dwight McNeil,Ashley Westwood,Chris Wood,Matej Vydra,Illan Meslier,Luke Ayling,Diego Llorente,Pascal Struijk,Ezgjan Alioski,Stuart Dallas,Kalvin Phillips,Mateusz Klich,Patrick Bamford,Raphinha,Jack Harrison
59254,Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Mohammed Salisu,James Ward-Prowse,Nathan Redmond,Stuart Armstrong,Takumi Minamino,Danny Ings,Che Adams,Alphonse Aréola,Kenny Tete,Tosin Adarabioyo,Joachim Andersen,Harrison Reed,Bobby De Cordova-Reid,Fábio Carvalho,Ola Aina,Ivan Cavaleiro,Josh Onomah,Frank Anguissa
59077,Emiliano Martínez,Matty Cash,Matt Targett,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Bertrand Traoré,Ross Barkley,Anwar El Ghazi,Keinan Davis,Jordan Pickford,Mason Holgate,Ben Godfrey,Michael Keane,Lucas Digne,Allan,Gylfi Sigurdsson,Abdoulaye Doucouré,Séamus Coleman,Richarlison,Dominic Calvert-Lewin
59231,Dean Henderson,Victor Lindelöf,Eric Bailly,Luke Shaw,Aaron Wan-Bissaka,Paul Pogba,Bruno Fernandes,Marcus Rashford,Fred,Scott McTominay,Edinson Cavani,Alisson,Andrew Robertson,Rhys Williams,Nathaniel Phillips,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Thiago,Roberto Firmino,Mohamed Salah,Diogo Jota
59251,Kepa Arrizabalaga,Thiago Silva,Kurt Zouma,César Azpilicueta,Ben Chilwell,Jorginho,Billy Gilmour,Reece James,Christian Pulisic,Mason Mount,Kai Havertz,Bernd Leno,Gabriel Magalhães,Rob Holding,Pablo Marí,Kieran Tierney,Thomas Partey,Bukayo Saka,Mohamed Elneny,Emile Smith Rowe,Martin Ødegaard,Pierre-Emerick Aubameyang
59249,David de Gea,Eric Bailly,Alex Telles,Brandon Williams,Axel Tuanzebe,Juan Mata,Amad Diallo,Nemanja Matic,Donny van de Beek,Anthony Elanga,Mason Greenwood,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Timothy Castagne,Luke Thomas,Youri Tielemans,Marc Albrighton,Ayoze Pérez,Wilfred Ndidi,Jamie Vardy,Kelechi Iheanacho
59214,Fraser Forster,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Jan Bednarek,James Ward-Prowse,Nathan Redmond,Stuart Armstrong,Takumi Minamino,Danny Ings,Che Adams,Vicente Guaita,Joel Ward,Scott Dann,Cheikhou Kouyaté,Tyrick Mitchell,Luka Milivojevic,Eberechi Eze,Jairo Riedewald,Jordan Ayew,Wilfried Zaha,Christian Benteke
59238,Alphonse Aréola,Kenny Tete,Tosin Adarabioyo,Joachim Andersen,Antonee Robinson,Bobby De Cordova-Reid,Ivan Cavaleiro,Mario Lemina,Ademola Lookman,Frank Anguissa,Aleksandar Mitrovic,Nick Pope,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Josh Brownhill,Dwight McNeil,Ashley Westwood,Chris Wood,Matej Vydra
59244,Lukasz Fabianski,Aaron Cresswell,Vladimír Coufal,Craig Dawson,Issa Diop,Pablo Fornals,Manuel Lanzini,Jesse Lingard,Saïd Benrahma,Tomás Soucek,Michail Antonio,Jordan Pickford,Ben Godfrey,Michael Keane,Lucas Digne,Yerry Mina,Allan,Gylfi Sigurdsson,Séamus Coleman,Tom Davies,Richarlison,Dominic Calvert-Lewin
59236,Bernd Leno,Gabriel Magalhães,Bukayo Saka,Rob Holding,Calum Chambers,Dani Ceballos,Emile Smith Rowe,Willian,Nicolas Pépé,Mohamed Elneny,Gabriel Martinelli,Sam Johnstone,Darnell Furlong,Conor Townsend,Kyle Bartley,Semi Ajayi,Callum Robinson,Matt Phillips,Matheus Pereira,Okay Yokuslu,Mbaye Diagne,Conor Gallagher
59242,Ederson,Rúben Dias,Nathan Aké,Aymeric Laporte,João Cancelo,Raheem Sterling,Rodri,Ferran Torres,Benjamin Mendy,Gabriel Jesus,Sergio Agüero,Édouard Mendy,Antonio Rüdiger,Andreas Christensen,César Azpilicueta,Marcos Alonso,N'Golo Kanté,Billy Gilmour,Reece James,Christian Pulisic,Timo Werner,Hakim Ziyech
59241,Alisson,Andrew Robertson,Rhys Williams,Nathaniel Phillips,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Thiago,Sadio Mané,Mohamed Salah,Diogo Jota,Fraser Forster,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Jan Bednarek,James Ward-Prowse,Nathan Redmond,Stuart Armstrong,Theo Walcott,Che Adams,Nathan Tella
59245,Rui Patrício,Ki-Jana Hoever,Rayan Aït-Nouri,Conor Coady,Maximilian Kilman,Rúben Neves,Daniel Podence,Morgan Gibbs-White,Vitinha,João Moutinho,Fábio Silva,Robert Sánchez,Ben White,Adam Webster,Lewis Dunk,Dan Burn,Yves Bissouma,Leandro Trossard,Pascal Groß,Alireza Jahanbakhsh,Neal Maupay,Danny Welbeck
59237,Emiliano Martínez,Matty Cash,Matt Targett,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Bertrand Traoré,Ross Barkley,Anwar El Ghazi,Ollie Watkins,Dean Henderson,Victor Lindelöf,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Paul Pogba,Bruno Fernandes,Mason Greenwood,Fred,Scott McTominay,Marcus Rashford
59240,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Timothy Castagne,Youri Tielemans,Marc Albrighton,Ricardo Pereira,Wilfred Ndidi,Jamie Vardy,James Maddison,Kelechi Iheanacho,Martin Dúbravka,Paul Dummett,Matt Ritchie,Emil Krafth,Federico Fernández,Jacob Murphy,Jonjo Shelvey,Miguel Almirón,Joe Willock,Callum Wilson,Allan Saint-Maximin
59239,Illan Meslier,Luke Ayling,Ezgjan Alioski,Diego Llorente,Pascal Struijk,Robin Koch,Tyler Roberts,Stuart Dallas,Jack Harrison,Mateusz Klich,Patrick Bamford,Hugo Lloris,Sergio Reguilón,Toby Alderweireld,Eric Dier,Sèrge Aurier,Pierre-Emile Højbjerg,Son Heung-Min,Gareth Bale,Giovani Lo Celso,Dele Alli,Harry Kane
59243,Aaron Ramsdale,Chris Basham,John Egan,Kean Bryan,George Baldock,Enda Stevens,John Fleck,Sander Berge,Oliver Norwood,Oliver Burke,David McGoldrick,Vicente Guaita,Joel Ward,Cheikhou Kouyaté,Gary Cahill,Tyrick Mitchell,Luka Milivojevic,Eberechi Eze,Jeffrey Schlupp,Andros Townsend,Wilfried Zaha,Christian Benteke
59235,Sam Johnstone,Dara O'Shea,Kyle Bartley,Semi Ajayi,Darnell Furlong,Conor Townsend,Conor Gallagher,Ainsley Maitland-Niles,Okay Yokuslu,Matheus Pereira,Mbaye Diagne,Rui Patrício,Rayan Aït-Nouri,Conor Coady,Nélson Semedo,Romain Saïss,Rúben Neves,Vitinha,Leander Dendoncker,Adama Traoré,Owen Otasowie,Fábio Silva
59227,Nick Pope,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Josh Brownhill,Dwight McNeil,Ashley Westwood,Chris Wood,Matej Vydra,Lukasz Fabianski,Aaron Cresswell,Vladimír Coufal,Craig Dawson,Issa Diop,Pablo Fornals,Manuel Lanzini,Jesse Lingard,Saïd Benrahma,Tomás Soucek,Michail Antonio
59234,Hugo Lloris,Sergio Reguilón,Toby Alderweireld,Eric Dier,Sèrge Aurier,Pierre-Emile Højbjerg,Son Heung-Min,Gareth Bale,Giovani Lo Celso,Dele Alli,Harry Kane,Aaron Ramsdale,George Baldock,Chris Basham,John Egan,Enda Stevens,John Fleck,Oliver Norwood,Jayden Bogle,Rhian Brewster,David McGoldrick,Ben Osborn
59228,Édouard Mendy,Andreas Christensen,Thiago Silva,Kurt Zouma,Ben Chilwell,Mason Mount,Hakim Ziyech,Billy Gilmour,Reece James,Timo Werner,Kai Havertz,Alphonse Aréola,Tosin Adarabioyo,Joachim Andersen,Antonee Robinson,Ola Aina,Bobby De Cordova-Reid,Ivan Cavaleiro,Mario Lemina,Ademola Lookman,Frank Anguissa,Josh Maja
59230,Jordan Pickford,Mason Holgate,Ben Godfrey,Lucas Digne,Séamus Coleman,Allan,Richarlison,Gylfi Sigurdsson,Alex Iwobi,André Gomes,Dominic Calvert-Lewin,Emiliano Martínez,Matty Cash,Matt Targett,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Bertrand Traoré,Ross Barkley,Anwar El Ghazi,Ollie Watkins
59232,Martin Dúbravka,Ciaran Clark,Paul Dummett,Matt Ritchie,Federico Fernández,Jacob Murphy,Jonjo Shelvey,Miguel Almirón,Sean Longstaff,Callum Wilson,Allan Saint-Maximin,Mathew Ryan,Héctor Bellerín,Gabriel Magalhães,David Luiz,Granit Xhaka,Dani Ceballos,Martin Ødegaard,Gabriel Martinelli,Willian,Mohamed Elneny,Pierre-Emerick Aubameyang
59233,Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Jan Bednarek,James Ward-Prowse,Stuart Armstrong,Takumi Minamino,Nathan Tella,Che Adams,Nathan Redmond,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Jonny Evans,Youri Tielemans,Wilfred Ndidi,Timothy Castagne,Luke Thomas,Jamie Vardy,James Maddison,Kelechi Iheanacho
59229,Vicente Guaita,Joel Ward,Scott Dann,Cheikhou Kouyaté,Tyrick Mitchell,Luka Milivojevic,Eberechi Eze,Jairo Riedewald,Andros Townsend,Wilfried Zaha,Christian Benteke,Ederson,Nathan Aké,João Cancelo,Aymeric Laporte,Benjamin Mendy,Raheem Sterling,Rodri,Ferran Torres,Fernandinho,Gabriel Jesus,Sergio Agüero
59226,Robert Sánchez,Ben White,Adam Webster,Lewis Dunk,Yves Bissouma,Pascal Groß,Dan Burn,Joël Veltman,Neal Maupay,Leandro Trossard,Danny Welbeck,Illan Meslier,Luke Ayling,Ezgjan Alioski,Diego Llorente,Pascal Struijk,Robin Koch,Tyler Roberts,Stuart Dallas,Jack Harrison,Mateusz Klich,Patrick Bamford
59220,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Jonny Evans,Youri Tielemans,Wilfred Ndidi,Timothy Castagne,Luke Thomas,Jamie Vardy,James Maddison,Kelechi Iheanacho,Vicente Guaita,Joel Ward,Patrick van Aanholt,Scott Dann,Cheikhou Kouyaté,Luka Milivojevic,Eberechi Eze,Jairo Riedewald,Jordan Ayew,Wilfried Zaha,Christian Benteke
59217,Emiliano Martínez,Matt Targett,Ezri Konsa,Tyrone Mings,Ahmed El Mohamady,Douglas Luiz,John McGinn,Bertrand Traoré,Ross Barkley,Anwar El Ghazi,Ollie Watkins,Sam Johnstone,Darnell Furlong,Conor Townsend,Kyle Bartley,Semi Ajayi,Callum Robinson,Matheus Pereira,Conor Gallagher,Ainsley Maitland-Niles,Okay Yokuslu,Mbaye Diagne
59224,Lukasz Fabianski,Fabián Balbuena,Angelo Ogbonna,Issa Diop,Vladimír Coufal,Mark Noble,Ryan Fredericks,Tomás Soucek,Pablo Fornals,Jesse Lingard,Jarrod Bowen,Édouard Mendy,Antonio Rüdiger,Andreas Christensen,Thiago Silva,Jorginho,Ben Chilwell,N'Golo Kanté,César Azpilicueta,Christian Pulisic,Timo Werner,Mason Mount
59223,Aaron Ramsdale,George Baldock,John Egan,Kean Bryan,Enda Stevens,John Fleck,Oliver Norwood,Jayden Bogle,Rhian Brewster,David McGoldrick,Ben Osborn,Robert Sánchez,Adam Webster,Lewis Dunk,Joël Veltman,Jakub Moder,Yves Bissouma,Pascal Groß,Adam Lallana,Neal Maupay,Leandro Trossard,Danny Welbeck
59225,Rui Patrício,Willy Boly,Conor Coady,Romain Saïss,Rayan Aït-Nouri,Rúben Neves,Nélson Semedo,Leander Dendoncker,Daniel Podence,Willian José,Adama Traoré,Nick Pope,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Josh Brownhill,Dwight McNeil,Ashley Westwood,Chris Wood,Matej Vydra
59219,Illan Meslier,Luke Ayling,Ezgjan Alioski,Diego Llorente,Pascal Struijk,Tyler Roberts,Stuart Dallas,Hélder Costa,Jack Harrison,Kalvin Phillips,Patrick Bamford,Dean Henderson,Victor Lindelöf,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Bruno Fernandes,Marcus Rashford,Fred,Dan James,Scott McTominay,Mason Greenwood
59216,Bernd Leno,Rob Holding,Calum Chambers,Pablo Marí,Granit Xhaka,Thomas Partey,Bukayo Saka,Dani Ceballos,Emile Smith Rowe,Nicolas Pépé,Eddie Nketiah,Jordan Pickford,Mason Holgate,Ben Godfrey,Lucas Digne,Séamus Coleman,Allan,Richarlison,Gylfi Sigurdsson,James Rodríguez,André Gomes,Dominic Calvert-Lewin
59221,Alisson,Fabinho,Ozan Kabak,Andrew Robertson,Trent Alexander-Arnold,Georginio Wijnaldum,Thiago,Sadio Mané,Mohamed Salah,Roberto Firmino,Diogo Jota,Martin Dúbravka,Ciaran Clark,Paul Dummett,Matt Ritchie,Federico Fernández,Jacob Murphy,Jonjo Shelvey,Miguel Almirón,Sean Longstaff,Joelinton,Allan Saint-Maximin
59211,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Jonny Evans,Youri Tielemans,Wilfred Ndidi,Timothy Castagne,Luke Thomas,Jamie Vardy,James Maddison,Kelechi Iheanacho,Sam Johnstone,Darnell Furlong,Conor Townsend,Dara O'Shea,Kyle Bartley,Callum Robinson,Matt Phillips,Ainsley Maitland-Niles,Okay Yokuslu,Matheus Pereira,Mbaye Diagne
59183,Hugo Lloris,Sergio Reguilón,Toby Alderweireld,Eric Dier,Sèrge Aurier,Pierre-Emile Højbjerg,Son Heung-Min,Gareth Bale,Giovani Lo Celso,Tanguy Ndombélé,Lucas Moura,Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Mohammed Salisu,Jan Bednarek,James Ward-Prowse,Stuart Armstrong,Theo Walcott,Nathan Tella,Danny Ings,Che Adams
59207,Emiliano Martínez,Matty Cash,Matt Targett,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Bertrand Traoré,Marvelous Nakamba,Jacob Ramsey,Ollie Watkins,Ederson,Kyle Walker,Rúben Dias,John Stones,Oleksandr Zinchenko,Ilkay Gündogan,Rodri,Bernardo Silva,Gabriel Jesus,Riyad Mahrez,Phil Foden
59208,Kepa Arrizabalaga,Antonio Rüdiger,Andreas Christensen,Kurt Zouma,Marcos Alonso,Jorginho,Mason Mount,Reece James,Christian Pulisic,Hakim Ziyech,Kai Havertz,Robert Sánchez,Ben White,Adam Webster,Lewis Dunk,Yves Bissouma,Alexis Mac Allister,Pascal Groß,Dan Burn,Joël Veltman,Leandro Trossard,Danny Welbeck
59210,Illan Meslier,Luke Ayling,Ezgjan Alioski,Diego Llorente,Pascal Struijk,Tyler Roberts,Stuart Dallas,Hélder Costa,Jack Harrison,Kalvin Phillips,Patrick Bamford,Alisson,Fabinho,Ozan Kabak,Andrew Robertson,Trent Alexander-Arnold,Georginio Wijnaldum,Thiago,James Milner,Roberto Firmino,Sadio Mané,Diogo Jota
59212,Dean Henderson,Victor Lindelöf,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Paul Pogba,Bruno Fernandes,Mason Greenwood,Fred,Scott McTominay,Marcus Rashford,Bailey Peacock-Farrell,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jóhann Gudmundsson,Dwight McNeil,Ashley Westwood,Josh Brownhill,Chris Wood
59215,Rui Patrício,Willy Boly,Conor Coady,Romain Saïss,Rayan Aït-Nouri,Nélson Semedo,João Moutinho,Leander Dendoncker,Daniel Podence,Willian José,Adama Traoré,Aaron Ramsdale,John Egan,Ethan Ampadu,Kean Bryan,George Baldock,Enda Stevens,John Fleck,Oliver Norwood,Rhian Brewster,David McGoldrick,Ben Osborn
59206,Mathew Ryan,Héctor Bellerín,Gabriel Magalhães,Rob Holding,Granit Xhaka,Bukayo Saka,Dani Ceballos,Emile Smith Rowe,Gabriel Martinelli,Mohamed Elneny,Alexandre Lacazette,Alphonse Aréola,Tosin Adarabioyo,Joachim Andersen,Antonee Robinson,Ola Aina,Bobby De Cordova-Reid,Mario Lemina,Ademola Lookman,Frank Anguissa,Ivan Cavaleiro,Josh Maja
59209,Jordan Pickford,Mason Holgate,Ben Godfrey,Michael Keane,Lucas Digne,Allan,Gylfi Sigurdsson,Alex Iwobi,Tom Davies,Richarlison,James Rodríguez,Hugo Lloris,Toby Alderweireld,Joe Rodon,Eric Dier,Sergio Reguilón,Pierre-Emile Højbjerg,Moussa Sissoko,Sèrge Aurier,Son Heung-Min,Harry Kane,Tanguy Ndombélé
