matchID,homeP1,homeP2,homeP3,homeP4,homeP5,homeP6,homeP7,homeP8,homeP9,homeP10,homeP11,awayP1,awayP2,awayP3,awayP4,awayP5,awayP6,awayP7,awayP8,awayP9,awayP10,awayP11
66710,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Craig Dawson,Pablo Fornals,Manuel Lanzini,Jarrod Bowen,Tomás Soucek,Declan Rice,Michail Antonio,Ederson,João Cancelo,Oleksandr Zinchenko,Aymeric Laporte,Fernandinho,Rodri,Kevin De Bruyne,Bernardo Silva,Gabriel Jesus,Jack Grealish,Riyad Mahrez
66711,John Ruddy,Willy Boly,Conor Coady,Toti,Rayan Aït-Nouri,Rúben Neves,Jonny,João Moutinho,Pedro Neto,Raúl Jiménez,Hwang Hee-Chan,Angus Gunn,Sam Byram,Grant Hanley,Ben Gibson,Max Aarons,Billy Gilmour,Mathias Normann,Dimitris Giannoulis,Kieran Dowell,Pierre Lees-Melou,Teemu Pukki
66559,Hugo Lloris,Davinson Sánchez,Eric Dier,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Aaron Ramsdale,Gabriel Magalhães,Rob Holding,Cédric Soares,Takehiro Tomiyasu,Martin Ødegaard,Mohamed Elneny,Granit Xhaka,Bukayo Saka,Gabriel Martinelli,Eddie Nketiah
66664,Illan Meslier,Robin Koch,Liam Cooper,Raphinha,Diego Llorente,Pascal Struijk,Jack Harrison,Dan James,Kalvin Phillips,Lewis Bate,Rodrigo,Édouard Mendy,Antonio Rüdiger,Trevoh Chalobah,Andreas Christensen,Marcos Alonso,Jorginho,Mateo Kovacic,Reece James,Romelu Lukaku,Christian Pulisic,Mason Mount
66548,Kasper Schmeichel,James Justin,Jonny Evans,Daniel Amartey,Timothy Castagne,Harvey Barnes,Youri Tielemans,James Maddison,Kiernan Dewsbury-Hall,Ademola Lookman,Jamie Vardy,Angus Gunn,Max Aarons,Sam Byram,Grant Hanley,Dimitris Giannoulis,Lukas Rupp,Milot Rashica,Billy Gilmour,Pierre Lees-Melou,Tony Springett,Teemu Pukki
66640,Ben Foster,Jeremy Ngakia,Adam Masina,Samir,Christian Kabasele,Dan Gosling,Moussa Sissoko,Edo Kayembe,João Pedro,Ken Sema,Samuel Kalu,Jordan Pickford,Mason Holgate,Michael Keane,Alex Iwobi,Vitaliy Mykolenko,Séamus Coleman,Fabian Delph,Anthony Gordon,Demarai Gray,Abdoulaye Doucouré,Richarlison
66671,José Sá,Willy Boly,Conor Coady,Jonny,Rayan Aït-Nouri,Rúben Neves,Chiquinho,João Moutinho,Leander Dendoncker,Pedro Neto,Raúl Jiménez,Ederson,João Cancelo,Oleksandr Zinchenko,Aymeric Laporte,Fernandinho,Raheem Sterling,Ilkay Gündogan,Rodri,Kevin De Bruyne,Phil Foden,Bernardo Silva
66662,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Lucas Digne,Douglas Luiz,John McGinn,Marvelous Nakamba,Philippe Coutinho,Danny Ings,Ollie Watkins,Alisson,Virgil van Dijk,Konstantinos Tsimikas,Joël Matip,Trent Alexander-Arnold,Fabinho,Naby Keïta,Curtis Jones,Sadio Mané,Diogo Jota,Luis Díaz
66700,Ederson,Rúben Dias,João Cancelo,Oleksandr Zinchenko,Aymeric Laporte,Raheem Sterling,Ilkay Gündogan,Jack Grealish,Rodri,Kevin De Bruyne,Gabriel Jesus,Martin Dúbravka,Jamaal Lascelles,Matt Targett,Emil Krafth,Dan Burn,Joelinton,Sean Longstaff,Bruno Guimarães,Allan Saint-Maximin,Chris Wood,Miguel Almirón
66694,Robert Sánchez,Marc Cucurella,Lewis Dunk,Joël Veltman,Solly March,Yves Bissouma,Leandro Trossard,Moisés Caicedo,Alexis Mac Allister,Pascal Groß,Danny Welbeck,David de Gea,Victor Lindelöf,Raphaël Varane,Diogo Dalot,Alex Telles,Bruno Fernandes,Juan Mata,Nemanja Matic,Anthony Elanga,Scott McTominay,Cristiano Ronaldo
66699,Alisson,Virgil van Dijk,Ibrahima Konaté,Andrew Robertson,Trent Alexander-Arnold,Fabinho,Thiago,Jordan Henderson,Sadio Mané,Mohamed Salah,Luis Díaz,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski
66692,Aaron Ramsdale,Gabriel Magalhães,Rob Holding,Cédric Soares,Takehiro Tomiyasu,Bukayo Saka,Martin Ødegaard,Gabriel Martinelli,Mohamed Elneny,Granit Xhaka,Eddie Nketiah,Illan Meslier,Luke Ayling,Junior Firpo,Robin Koch,Diego Llorente,Raphinha,Jack Harrison,Dan James,Kalvin Phillips,Mateusz Klich,Joe Gelhardt
66698,Kasper Schmeichel,Wesley Fofana,Jonny Evans,Daniel Amartey,Youri Tielemans,Ayoze Pérez,Nampalys Mendy,Timothy Castagne,Kiernan Dewsbury-Hall,Kelechi Iheanacho,Patson Daka,Jordan Pickford,Mason Holgate,Yerry Mina,Alex Iwobi,Vitaliy Mykolenko,Séamus Coleman,Fabian Delph,Anthony Gordon,Demarai Gray,Abdoulaye Doucouré,Richarlison
66701,Tim Krul,Max Aarons,Sam Byram,Grant Hanley,Brandon Williams,Milot Rashica,Billy Gilmour,Kieran Dowell,Jacob Sørensen,Pierre Lees-Melou,Teemu Pukki,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Craig Dawson,Pablo Fornals,Manuel Lanzini,Jarrod Bowen,Saïd Benrahma,Declan Rice,Michail Antonio
66693,David Raya,Rico Henry,Pontus Jansson,Kristoffer Ajer,Mads Bech Sørensen,Christian Nørgaard,Mathias Jensen,Christian Eriksen,Yoane Wissa,Ivan Toney,Bryan Mbeumo,Fraser Forster,Kyle Walker-Peters,Romain Perraud,Mohammed Salisu,Jan Bednarek,James Ward-Prowse,Nathan Redmond,Stuart Armstrong,Ibrahima Diallo,Adam Armstrong,Armando Broja
66695,Nick Pope,Charlie Taylor,James Tarkowski,Connor Roberts,Nathan Collins,Jack Cork,Josh Brownhill,Dwight McNeil,Aaron Lennon,Wout Weghorst,Ashley Barnes,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Lucas Digne,Douglas Luiz,John McGinn,Emiliano Buendía,Calum Chambers,Danny Ings,Ollie Watkins
66696,Édouard Mendy,Antonio Rüdiger,Thiago Silva,César Azpilicueta,Marcos Alonso,Mateo Kovacic,Ruben Loftus-Cheek,Reece James,Romelu Lukaku,Christian Pulisic,Timo Werner,José Sá,Willy Boly,Conor Coady,Romain Saïss,Rayan Aït-Nouri,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Pedro Neto,Raúl Jiménez
66697,Jack Butland,Joel Ward,Nathaniel Clyne,Marc Guéhi,Joachim Andersen,Eberechi Eze,Will Hughes,Conor Gallagher,Michael Olise,Wilfried Zaha,Odsonne Édouard,Ben Foster,Hassane Kamara,Craig Cathcart,kiko Femenia,Samir,Tom Cleverley,Moussa Sissoko,Edo Kayembe,Joshua King,Ismaïla Sarr,Emmanuel Dennis
66685,David de Gea,Victor Lindelöf,Raphaël Varane,Diogo Dalot,Alex Telles,Bruno Fernandes,Juan Mata,Nemanja Matic,Anthony Elanga,Scott McTominay,Cristiano Ronaldo,David Raya,Rico Henry,Pontus Jansson,Kristoffer Ajer,Mads Bech Sørensen,Mads Roerslev,Christian Nørgaard,Christian Eriksen,Vitaly Janelt,Ivan Toney,Bryan Mbeumo
66690,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Ryan Fredericks,Pablo Fornals,Manuel Lanzini,Mark Noble,Saïd Benrahma,Declan Rice,Jarrod Bowen,Aaron Ramsdale,Gabriel Magalhães,Rob Holding,Takehiro Tomiyasu,Nuno Tavares,Bukayo Saka,Martin Ødegaard,Gabriel Martinelli,Mohamed Elneny,Granit Xhaka,Eddie Nketiah
66684,Illan Meslier,Luke Ayling,Junior Firpo,Robin Koch,Stuart Dallas,Pascal Struijk,Raphinha,Jack Harrison,Kalvin Phillips,Mateusz Klich,Rodrigo,Ederson,Rúben Dias,Nathan Aké,João Cancelo,Aymeric Laporte,Raheem Sterling,Ilkay Gündogan,Jack Grealish,Rodri,Phil Foden,Gabriel Jesus
66683,Jordan Pickford,Mason Holgate,Yerry Mina,Alex Iwobi,Vitaliy Mykolenko,Séamus Coleman,Fabian Delph,Anthony Gordon,Demarai Gray,Abdoulaye Doucouré,Richarlison,Édouard Mendy,Antonio Rüdiger,Thiago Silva,César Azpilicueta,Marcos Alonso,Jorginho,Ruben Loftus-Cheek,Reece James,Timo Werner,Mason Mount,Kai Havertz
66688,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Lucas Moura,Kasper Schmeichel,Çaglar Söyüncü,Daniel Amartey,Timothy Castagne,Marc Albrighton,Ayoze Pérez,Nampalys Mendy,Luke Thomas,Boubakary Soumaré,Kelechi Iheanacho,Patson Daka
66686,Martin Dúbravka,Fabian Schär,Matt Targett,Emil Krafth,Dan Burn,Jonjo Shelvey,Joe Willock,Bruno Guimarães,Joelinton,Allan Saint-Maximin,Miguel Almirón,Alisson,Joe Gomez,Virgil van Dijk,Andrew Robertson,Joël Matip,James Milner,Naby Keïta,Jordan Henderson,Sadio Mané,Diogo Jota,Luis Díaz
66682,Emiliano Martínez,Matty Cash,Tyrone Mings,Calum Chambers,Lucas Digne,John McGinn,Philippe Coutinho,Leon Bailey,Jacob Ramsey,Tim Iroegbunam,Ollie Watkins,Tim Krul,Max Aarons,Sam Byram,Grant Hanley,Brandon Williams,Milot Rashica,Billy Gilmour,Kieran Dowell,Mathias Normann,Pierre Lees-Melou,Teemu Pukki
66687,Fraser Forster,Kyle Walker-Peters,Romain Perraud,Mohammed Salisu,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Nathan Redmond,Nathan Tella,Shane Long,Che Adams,Vicente Guaita,Nathaniel Clyne,Joel Ward,Marc Guéhi,Joachim Andersen,Jeffrey Schlupp,James McArthur,Conor Gallagher,Jordan Ayew,Eberechi Eze,Jean-Philippe Mateta
66689,Ben Foster,Hassane Kamara,kiko Femenia,Samir,Christian Kabasele,Imrân Louza,Moussa Sissoko,Juraj Kucka,João Pedro,Ismaïla Sarr,Emmanuel Dennis,Nick Pope,Charlie Taylor,James Tarkowski,Connor Roberts,Nathan Collins,Jack Cork,Josh Brownhill,Dwight McNeil,Aaron Lennon,Wout Weghorst,Matej Vydra
66691,José Sá,Willy Boly,Conor Coady,Romain Saïss,Rayan Aït-Nouri,Rúben Neves,Nélson Semedo,João Moutinho,Leander Dendoncker,Fábio Silva,Hwang Hee-Chan,Robert Sánchez,Marc Cucurella,Lewis Dunk,Joël Veltman,Solly March,Yves Bissouma,Leandro Trossard,Moisés Caicedo,Enock Mwepu,Alexis Mac Allister,Danny Welbeck
66705,David de Gea,Victor Lindelöf,Raphaël Varane,Diogo Dalot,Alex Telles,Bruno Fernandes,Marcus Rashford,Nemanja Matic,Anthony Elanga,Scott McTominay,Cristiano Ronaldo,Édouard Mendy,Antonio Rüdiger,Thiago Silva,César Azpilicueta,Marcos Alonso,Jorginho,N'Golo Kanté,Reece James,Timo Werner,Mason Mount,Kai Havertz
66677,Vicente Guaita,Nathaniel Clyne,Joel Ward,Marc Guéhi,Joachim Andersen,Eberechi Eze,James McArthur,Conor Gallagher,Jordan Ayew,Wilfried Zaha,Jean-Philippe Mateta,Illan Meslier,Luke Ayling,Liam Cooper,Diego Llorente,Stuart Dallas,Raphinha,Jack Harrison,Rodrigo,Kalvin Phillips,Mateusz Klich,Dan James
66679,Alisson,Virgil van Dijk,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Fabinho,Thiago,Naby Keïta,Sadio Mané,Mohamed Salah,Diogo Jota,Jordan Pickford,Mason Holgate,Michael Keane,Vitaliy Mykolenko,Séamus Coleman,Allan,Abdoulaye Doucouré,Alex Iwobi,Richarlison,Anthony Gordon,Demarai Gray
66673,David Raya,Rico Henry,Saman Ghoddos,Pontus Jansson,Mads Bech Sørensen,Mads Roerslev,Mathias Jensen,Christian Eriksen,Vitaly Janelt,Ivan Toney,Bryan Mbeumo,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski
66674,Robert Sánchez,Marc Cucurella,Adam Webster,Lewis Dunk,Joël Veltman,Enock Mwepu,Alexis Mac Allister,Leandro Trossard,Moisés Caicedo,Neal Maupay,Danny Welbeck,Fraser Forster,Kyle Walker-Peters,Tino Livramento,Mohammed Salisu,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Nathan Redmond,Nathan Tella,Shane Long,Che Adams
66675,Nick Pope,Charlie Taylor,James Tarkowski,Connor Roberts,Nathan Collins,Jack Cork,Josh Brownhill,Jay Rodríguez,Dwight McNeil,Wout Weghorst,Matej Vydra,José Sá,Willy Boly,Conor Coady,Romain Saïss,Jonny,Nélson Semedo,João Moutinho,Leander Dendoncker,Raúl Jiménez,Fábio Silva,Hwang Hee-Chan
66676,Édouard Mendy,Trevoh Chalobah,Thiago Silva,César Azpilicueta,Marcos Alonso,Jorginho,N'Golo Kanté,Ruben Loftus-Cheek,Timo Werner,Mason Mount,Kai Havertz,Lukasz Fabianski,Ben Johnson,Aaron Cresswell,Craig Dawson,Vladimír Coufal,Mark Noble,Arthur Masuaku,Tomás Soucek,Andrii Yarmolenko,Pablo Fornals,Saïd Benrahma
66672,Aaron Ramsdale,Ben White,Gabriel Magalhães,Cédric Soares,Nuno Tavares,Bukayo Saka,Martin Ødegaard,Emile Smith Rowe,Mohamed Elneny,Granit Xhaka,Eddie Nketiah,David de Gea,Victor Lindelöf,Raphaël Varane,Diogo Dalot,Alex Telles,Bruno Fernandes,Jadon Sancho,Nemanja Matic,Anthony Elanga,Scott McTominay,Cristiano Ronaldo
66678,Kasper Schmeichel,James Justin,Wesley Fofana,Çaglar Söyüncü,Timothy Castagne,Youri Tielemans,James Maddison,Nampalys Mendy,Kiernan Dewsbury-Hall,Ademola Lookman,Patson Daka,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Ashley Young,Douglas Luiz,John McGinn,Philippe Coutinho,Leon Bailey,Jacob Ramsey,Ollie Watkins
66680,Ederson,Rúben Dias,João Cancelo,Oleksandr Zinchenko,Aymeric Laporte,Raheem Sterling,Gabriel Jesus,Rodri,Kevin De Bruyne,Fernandinho,Jack Grealish,Ben Foster,Jeremy Ngakia,Hassane Kamara,Samir,Christian Kabasele,Imrân Louza,Tom Cleverley,Moussa Sissoko,Joshua King,Ismaïla Sarr,Emmanuel Dennis
66681,Tim Krul,Sam Byram,Grant Hanley,Christoph Zimmermann,Dimitris Giannoulis,Milot Rashica,Kieran Dowell,Mathias Normann,Pierre Lees-Melou,Kenny McLean,Teemu Pukki,Martin Dúbravka,Jamaal Lascelles,Matt Targett,Emil Krafth,Dan Burn,Joe Willock,Sean Longstaff,Bruno Guimarães,Joelinton,Allan Saint-Maximin,Jacob Murphy
66633,Nick Pope,Charlie Taylor,James Tarkowski,Connor Roberts,Nathan Collins,Jack Cork,Josh Brownhill,Dwight McNeil,Maxwel Cornet,Jay Rodríguez,Wout Weghorst,Fraser Forster,Lyanco,Jan Bednarek,Yan Valery,Kyle Walker-Peters,Oriol Romeu,James Ward-Prowse,Romain Perraud,Stuart Armstrong,Armando Broja,Mohamed Elyounoussi
66584,Édouard Mendy,Malang Sarr,Andreas Christensen,Reece James,Marcos Alonso,N'Golo Kanté,Ruben Loftus-Cheek,César Azpilicueta,Romelu Lukaku,Timo Werner,Mason Mount,Aaron Ramsdale,Ben White,Gabriel Magalhães,Rob Holding,Nuno Tavares,Bukayo Saka,Martin Ødegaard,Emile Smith Rowe,Mohamed Elneny,Granit Xhaka,Eddie Nketiah
66513,Jordan Pickford,Ben Godfrey,Yerry Mina,Vitaliy Mykolenko,Séamus Coleman,Allan,Fabian Delph,Alex Iwobi,Richarlison,Anthony Gordon,Demarai Gray,Kasper Schmeichel,Wesley Fofana,Jonny Evans,Ricardo Pereira,Timothy Castagne,Harvey Barnes,Youri Tielemans,James Maddison,Nampalys Mendy,Kiernan Dewsbury-Hall,Kelechi Iheanacho
66637,Martin Dúbravka,Fabian Schär,Matt Targett,Emil Krafth,Dan Burn,Joelinton,Jonjo Shelvey,Bruno Guimarães,Allan Saint-Maximin,Chris Wood,Miguel Almirón,Vicente Guaita,Nathaniel Clyne,Tyrick Mitchell,Marc Guéhi,Joachim Andersen,Michael Olise,Cheikhou Kouyaté,Wilfried Zaha,Jeffrey Schlupp,Conor Gallagher,Odsonne Édouard
66636,Ederson,John Stones,Nathan Aké,João Cancelo,Aymeric Laporte,Ilkay Gündogan,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Phil Foden,Robert Sánchez,Marc Cucurella,Lewis Dunk,Joël Veltman,Tariq Lamptey,Solly March,Enock Mwepu,Alexis Mac Allister,Moisés Caicedo,Pascal Groß,Danny Welbeck
66635,Alisson,Virgil van Dijk,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Fabinho,Thiago,Jordan Henderson,Sadio Mané,Mohamed Salah,Luis Díaz,David de Gea,Victor Lindelöf,Phil Jones,Harry Maguire,Paul Pogba,Diogo Dalot,Aaron Wan-Bissaka,Nemanja Matic,Bruno Fernandes,Marcus Rashford,Anthony Elanga
66666,Martin Dúbravka,Fabian Schär,Matt Targett,Emil Krafth,Dan Burn,Joelinton,Jonjo Shelvey,Bruno Guimarães,Allan Saint-Maximin,Chris Wood,Miguel Almirón,Kasper Schmeichel,James Justin,Çaglar Söyüncü,Daniel Amartey,Luke Thomas,Youri Tielemans,Ayoze Pérez,Nampalys Mendy,Kiernan Dewsbury-Hall,Ademola Lookman,Patson Daka
66670,Lukasz Fabianski,Ben Johnson,Aaron Cresswell,Craig Dawson,Issa Diop,Manuel Lanzini,Nikola Vlasic,Jarrod Bowen,Tomás Soucek,Declan Rice,Michail Antonio,Nick Pope,Matthew Lowton,Charlie Taylor,James Tarkowski,Nathan Collins,Jack Cork,Dwight McNeil,Ashley Westwood,Maxwel Cornet,Jay Rodríguez,Wout Weghorst
66668,Hugo Lloris,Eric Dier,Cristian Romero,Ben Davies,Sergio Reguilón,Pierre-Emile Højbjerg,Emerson Royal,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Robert Sánchez,Marc Cucurella,Lewis Dunk,Joël Veltman,Tariq Lamptey,Yves Bissouma,Leandro Trossard,Pascal Groß,Moisés Caicedo,Enock Mwepu,Alexis Mac Allister
66665,David de Gea,Victor Lindelöf,Harry Maguire,Diogo Dalot,Alex Telles,Paul Pogba,Bruno Fernandes,Jesse Lingard,Cristiano Ronaldo,Jadon Sancho,Anthony Elanga,Tim Krul,Sam Byram,Grant Hanley,Ben Gibson,Dimitris Giannoulis,Milot Rashica,Kieran Dowell,Mathias Normann,Pierre Lees-Melou,Kenny McLean,Teemu Pukki
