playerID,Appearance
19970,70
13286,89
21821,0
4979,172
10905,110
13549,43
14674,0
9131,2
4852,139
11357,14
24778,0
4040,63
4328,275
10559,3
24695,0
4183,197
10439,34
5248,9
4499,178
3564,307
4916,200
14732,175
55603,0
20559,150
13984,0
9167,194
54312,125
4093,179
20723,43
49990,11
12306,98
15128,1
19731,26
48689,0
37587,26
5061,88
10476,60
10467,6
24708,1
9595,209
51667,0
25281,9
12186,131
4823,184
11373,86
8050,94
14803,0
14945,0
14720,0
4859,80
5110,134
11293,84
9468,111
15340,13
5595,215
4496,335
13279,15
9762,12
14902,0
12937,70
3030,420
11260,29
4749,0
32435,54
9169,70
19871,2
63655,0
14623,8
74776,0
15288,0
2517,303
4115,232
13590,0
8246,200
49956,1
15185,0
3581,90
23793,0
49501,3
7450,77
3988,0
14568,0
63840,15
33166,0
19589,135
2537,256
4474,183
9117,67
14758,6
13490,16
16671,0
4351,111
51464,0
14441,6
4847,58
4492,280
21614,29
12703,60
50975,0
5907,73
23591,39
21422,0
5067,180
2886,262
10451,46
8882,92
21881,0
50245,126
15661,0
21820,0
14434,0
4763,119
14793,0
16204,91
5721,51
16622,20
4601,128
12584,70
23951,0
8868,109
23812,0
4158,160
66318,10
5810,29
10565,0
14742,27
5668,66
31442,45
13706,39
4674,15
9457,78
8162,39
23396,100
25191,1
14779,13
26408,86
23695,0
3567,39
8707,114
14444,0
66307,0
11965,0
3505,5
25435,1
23869,0
10466,36
2620,394
32279,0
9576,170
22952,33
50467,0
74562,0
19868,0
14944,45
4843,180
15989,7
4430,94
4259,3
2250,146
13814,0
19951,0
3160,183
7163,49
2651,443
11347,158
14575,28
4620,165
2936,60
4161,158
13491,142
13510,1
20858,5
13248,53
4495,93
64522,0
14589,0
51609,0
14473,0
8913,0
33335,0
12365,38
23809,0
3448,242
4604,222
4136,166
14559,0
3713,183
3600,337
14549,0
21653,45
8045,180
53182,1
2889,300
8585,0
15211,1
2559,9
8897,269
51245,0
4354,24
1629,468
13716,45
10539,3
14565,0
23989,4
22870,14
49763,0
33158,0
20722,0
24679,0
11362,74
3242,129
5328,34
16524,14
3807,241
25892,6
9251,52
12854,60
4100,213
14555,0
13130,34
4198,243
21506,0
4288,224
4330,391
9947,165
1526,496
5345,51
3799,204
4123,243
11002,24
5866,132
53093,0
4777,127
14706,43
32936,15
3982,239
15199,37
14800,5
4112,252
5758,139
24252,57
19758,125
31885,0
49884,104
50996,0
24231,0
52153,67
26556,0
4229,115
19678,12
13823,195
24626,117
10455,21
24637,1
14487,0
13340,1
3670,104
23810,0
11111,21
6451,127
6820,10
3601,118
4340,146
23826,0
8163,186
14829,3
14255,0
12707,196
4394,67
14753,2
11033,73
8962,0
20946,0
2214,52
33185,24
8046,12
15967,60
16803,40
12199,17
15258,0
13903,0
4845,250
3156,352
15123,0
3309,331
11247,129
2417,350
31663,0
5361,1
19752,1
6784,63
3604,260
15759,42
5672,199
4804,264
22002,0
51544,0
10500,0
66509,0
8444,61
14805,111
25246,119
3170,134
2932,390
13561,49
25292,3
25309,16
8044,136
24238,0
8052,173
5906,115
10479,4
3958,71
9567,2
5371,116
12639,51
19680,173
66104,71
24649,0
33072,0
21887,76
3868,5
24635,19
23841,8
4771,145
4600,43
20187,6
50857,7
74739,0
15146,0
6889,19
15259,61
19968,0
20081,0
24221,39
4481,255
20179,0
24232,0
10968,85
50989,0
10651,99
66362,0
14795,0
64037,0
3390,188
19909,0
1870,31
7946,182
4260,130
10433,2
25266,83
14766,0
22542,169
13985,8
7548,136
6210,136
14569,50
50512,57
12582,144
15549,25
5101,169
15269,31
51437,0
32728,0
24839,0
49761,48
14835,0
3819,79
14808,0
14875,0
3143,340
25447,0
10000,32
66517,0
2933,116
4582,4
47259,0
5064,48
13234,16
3058,0
8586,147
11579,0
2569,183
10432,2
33066,26
10475,132
10501,2
3719,195
14619,0
5698,14
51559,0
14459,0
14283,2
6194,41
52951,20
9496,0
11575,88
5713,114
10564,122
14637,2
9431,0
66108,0
9377,31
23702,72
8589,101
9417,3
13550,0
24340,0
8598,1
3506,151
5272,197
4527,119
7234,27
24641,29
10957,67
13554,178
8245,184
4760,0
5079,59
15332,0
6292,10
4717,198
12212,48
33056,0
3222,376
15480,50
4786,28
14571,89
74590,0
52931,2
10480,145
15481,31
24807,0
4766,90
4248,93
24723,0
75372,0
4506,7
4909,8
5051,95
11259,157
72371,31
14428,1
13556,1
20607,117
14465,0
19880,0
14696,0
45519,0
23815,49
20277,100
13192,0
21628,0
5682,138
6425,68
10604,10
13515,63
19605,108
3508,197
10191,3
4101,2
14750,0
13492,222
19679,0
19600,29
5156,37
20958,32
4333,219
75317,0
12316,76
14723,4
21585,13
15194,0
13285,55
10449,50
13509,0
4656,187
22546,107
50468,0
13522,67
3926,204
15134,0
23872,0
15608,39
12891,17
14693,0
8982,72
13240,6
5368,80
3653,265
13274,105
4030,255
66564,0
5861,270
12520,126
35733,0
66494,54
6899,158
8232,1
23832,0
4618,261
4842,177
23704,61
3049,13
13872,174
11044,112
30528,0
9257,156
9603,0
20180,0
6528,13
51538,0
2852,0
15558,9
16607,42
5583,74
2270,416
4985,114
12299,7
37776,78
23784,1
23830,0
14938,58
5520,14
4154,19
5066,144
4337,178
5551,69
4664,351
19851,55
7124,35
5179,146
8006,0
3837,48
23687,0
23817,0
13278,96
12444,71
21611,0
4813,162
4487,231
5762,145
63634,0
4289,1
4290,278
16088,1
4509,62
23948,0
51223,0
63633,77
10422,0
8456,146
14574,0
8335,5
9566,207
7985,0
8983,263
66497,0
10428,94
6519,263
5334,59
4918,123
8171,156
20097,14
3251,168
5078,32
15136,0
3945,0
11272,180
26977,5
4245,104
49992,55
4741,0
10703,0
13932,0
11284,105
4287,278
52625,0
3861,251
5375,130
14903,14
16256,112
