playerID,Appearance
13286,89
4979,172
13549,43
4852,139
11357,14
4040,63
4328,275
10559,3
24695,0
10439,34
4499,178
4482,4
3564,307
4916,200
14732,175
15007,0
55603,0
20559,150
9167,194
54312,125
4093,179
14743,0
12306,98
15128,1
19731,26
37587,26
5061,88
10476,60
32162,58
9595,209
51667,0
12186,131
4823,184
11373,86
8050,94
14803,0
14945,0
4859,80
5110,134
11293,84
9468,111
15340,13
5595,215
19606,16
4496,335
3413,107
9762,12
4721,96
12937,70
3030,420
11260,29
4749,0
32435,54
4711,2
20183,8
63655,0
7500,28
14623,8
15288,0
2517,303
4115,232
13590,0
8246,200
49956,1
51435,0
7450,77
3988,0
19589,135
2537,256
4474,183
9117,67
14758,6
13490,16
16671,0
3672,61
14441,6
4492,280
50975,0
5907,73
23591,39
5067,180
2886,262
10451,46
4511,7
8882,92
50245,126
4888,90
24299,0
10441,1
3348,26
13468,0
21820,0
4763,119
14793,0
16204,91
5721,51
4601,128
12584,70
23951,0
9030,10
4158,160
5810,29
14742,27
1926,0
5668,66
14636,1
13706,39
32845,0
8162,39
8185,44
8584,0
23695,0
15424,0
9982,5
8707,114
11965,0
3505,5
25435,1
10466,36
4341,175
2620,394
3894,67
9576,170
22952,33
4556,3
5001,115
4843,180
9869,1
1634,481
15989,7
3175,248
13814,0
19951,0
3160,183
2651,443
11347,158
14575,28
4620,165
4161,158
13491,142
13510,1
20858,5
13248,53
19608,52
4495,93
8438,28
14589,0
7431,3
3562,214
3448,242
4604,222
4136,166
3600,337
14549,0
14567,0
21653,45
8045,180
2889,300
4911,126
15211,1
14335,0
8897,269
1629,468
13716,45
5174,0
10539,3
14565,0
33158,0
24679,0
23520,2
3242,129
5328,34
3807,241
9251,52
12854,60
14457,24
4100,213
13389,143
2423,306
4288,224
8192,74
4330,391
14676,0
9947,165
1526,496
5345,51
1911,138
3799,204
4123,243
5866,132
14643,0
16747,56
13899,0
4777,127
32936,15
24253,12
3982,239
15199,37
14800,5
3642,0
4112,252
5758,139
24252,57
19758,125
49884,104
5577,0
26556,0
4229,115
19678,12
13823,195
16347,0
24626,117
10455,21
14442,0
6362,11
13340,1
3670,104
23810,0
6451,127
3601,118
14771,1
23738,0
4340,146
8163,186
5097,28
4231,0
10633,38
12707,196
24347,0
12265,0
14658,0
14753,2
8962,0
2214,52
33185,24
15967,60
16803,40
15258,0
13903,0
4845,250
4120,38
3156,352
2934,278
15123,0
3309,331
11247,129
2417,350
19771,2
3182,31
7981,0
6784,63
3604,260
15759,42
5672,199
4804,264
4129,46
10500,0
14805,111
14298,1
3170,134
14659,0
2932,390
13561,49
25292,3
25309,16
8044,136
24704,2
8052,173
5906,115
10479,4
3958,71
5371,116
12639,51
19680,173
9650,22
3868,5
12946,4
23841,8
21964,0
4771,145
4600,43
15146,0
6889,19
15259,61
20081,0
14453,0
4481,255
20179,0
9634,3
50989,0
10651,99
23747,63
11134,11
3390,188
19622,0
19909,0
8055,24
10146,0
10654,34
7946,182
2758,266
25266,83
3906,9
14766,0
22542,169
13985,8
7548,136
6210,136
14569,50
50512,57
12582,144
5101,169
15269,31
4736,51
32728,0
12173,47
4545,38
24839,0
3192,28
3183,19
14835,0
14875,0
4856,13
33135,84
3143,340
10000,32
4713,118
4503,245
4743,4
2933,116
4582,4
19609,2
5064,48
13234,16
3712,408
8586,147
2569,183
10855,0
10475,132
10501,2
3719,195
14619,0
5698,14
10949,0
21691,0
6194,41
52951,20
3801,64
3823,161
11575,88
5713,114
10564,122
14637,2
8340,0
23744,0
23702,72
24625,0
9417,3
13550,0
14341,0
13229,1
15292,0
2053,322
10734,2
5272,197
4527,119
7234,27
13554,178
2570,1
10542,0
4284,0
8245,184
4760,0
5079,59
4717,198
12212,48
33056,0
49150,0
3222,376
15480,50
4786,28
3669,42
10480,145
15481,31
4248,93
14655,0
11070,2
4506,7
11071,123
11355,13
11259,157
14428,1
13556,1
5154,12
4732,20
19880,0
14696,0
45519,0
4331,37
15122,0
23815,49
20277,100
13192,0
5682,138
6425,68
15687,21
19605,108
3508,197
19611,39
10191,3
14678,0
4101,2
11267,24
14750,0
13492,222
19679,0
19600,29
25311,15
5156,37
20383,0
4333,219
20178,24
12316,76
14723,4
3644,154
13285,55
4508,0
10449,50
13509,0
4656,187
22546,107
13522,67
3926,204
15134,0
4886,7
15608,39
14693,0
8982,72
5368,80
3653,265
12359,46
4030,255
5861,270
12520,126
35733,0
6899,158
4618,261
4842,177
13872,174
11044,112
9257,156
14642,0
20180,0
20503,28
3830,105
2852,0
16607,42
5583,74
2270,416
4985,114
12299,7
37776,78
23784,1
14982,0
5520,14
4154,19
5066,144
4337,178
5551,69
4664,351
7124,35
5179,146
14168,0
3837,48
14897,93
13278,96
12444,71
4813,162
4487,231
23759,0
5762,145
63634,0
4289,1
4290,278
16088,1
14170,1
63633,77
10422,0
8456,146
8335,5
13228,0
13987,0
23946,0
9566,207
7985,0
8983,263
10428,94
15418,0
3995,22
6519,263
5334,59
4918,123
22548,0
8171,156
3251,168
5078,32
2359,95
15136,0
3945,0
11272,180
4245,104
49992,55
19677,2
13932,0
13508,0
11284,105
4287,278
3861,251
5375,130
23827,0
32638,7
9960,80
5850,42
20646,22
4224,319
3979,272
3844,39
14587,0
4785,52
24797,149
9649,20
14824,132
21958,0
3909,231
21189,0
4006,20
19617,85
14063,39
19778,24
4246,156
5377,46
13280,2
4179,245
5859,174
2100,600
32923,80
8900,135
14822,1
5879,116
5102,78
21774,0
5239,86
5178,207
15293,1
4955,52
14698,0
19619,96
5804,47
7219,90
8966,170
13387,55
4577,50
3983,220
22570,59
19603,99
15118,0
19911,0
4561,38
4772,148
5208,21
11147,3
3869,102
20196,25
4645,31
4472,187
3546,220
22651,2
20479,175
14270,0
20708,31
14712,0
14450,25
15184,0
13390,65
14451,71
15938,19
14807,2
3014,414
3316,21
14647,0
23556,23
8293,3
3924,70
24353,11
13584,0
4765,14
14671,0
15140,0
21532,32
13871,91
12536,34
50463,0
22052,0
19927,0
5514,176
10543,8
3889,47
13494,114
20088,0
23615,0
10465,107
14436,0
10420,29
6058,136
10535,8
4252,229
4714,184
13283,4
16467,0
4319,54
5093,44
10440,0
13962,0
22046,27
9664,0
4972,137
3138,24
13825,0
9895,7
25513,0
11213,106
7081,26
14051,19
4640,225
12463,6
4356,75
14433,0
3920,157
10079,156
24834,0
19929,14
15200,0
19923,0
4433,48
13822,77
16790,107
8049,67
15559,87
4084,204
21677,28
16270,0
23820,1
11241,0
10074,28
19673,45
24001,2
13703,123
3548,262
13565,218
4276,61
3811,264
4818,62
4209,166
13123,0
5343,92
15202,182
4416,22
24630,183
26076,39
4878,68
3934,165
13511,244
8710,6
10458,230
4696,51
10727,4
5044,0
10472,76
13555,7
4286,239
13901,1
6030,167
3507,202
2464,141
30533,2
11180,156
20171,37
2896,123
16801,133
3319,0
11341,112
12192,124
22591,7
20745,110
49481,111
4796,128
10004,47
6252,0
8945,59
13648,0
14538,78
14554,0
33238,0
11074,8
5384,90
4477,129
8887,0
5220,103
16234,28
19607,74
8980,219
2508,284
4615,200
24346,0
4750,68
14578,0
16723,0
25089,35
7013,32
14656,68
5267,129
51418,0
4608,218
4135,270
2007,200
4421,318
4145,309
13193,11
15374,20
4529,11
4549,295
13232,0
21413,39
15002,3
11364,40
3613,219
3512,159
14445,59
8871,0
4558,171
10443,76
4999,245
10444,48
26216,92
2664,93
3766,144
3457,1
4779,55
8168,109
14572,0
10482,1
13329,0
4505,207
1295,34
3154,218
4325,4
19618,54
2338,144
13195,14
5428,14
15685,16
10498,134
15116,23
4815,152
8143,209
40320,3
24000,0
14650,0
24214,0
8451,0
14566,0
14667,0
5865,135
3169,222
14778,0
3517,280
9134,6
13281,17
19681,0
23033,63
12114,55
4148,230
13235,0
3724,264
15133,0
2835,97
50453,11
3905,128
20051,0
13559,28
14949,0
8174,96
3285,325
15011,43
3362,213
5140,210
4747,19
10964,38
8979,285
4666,232
20109,82
12949,20
25312,31
4007,113
4398,102
4851,106
2839,380
3955,343
13815,95
15119,0
2047,233
14164,132
4816,154
3999,171
4617,320
21702,0
19967,1
3452,286
8889,9
4489,286
14548,82
2980,234
15111,0
8048,0
4396,120
2678,0
7114,217
10798,0
4767,12
4748,267
14446,98
20929,2
3547,182
8454,181
7488,128
3756,185
4125,6
14149,0
24151,1
12136,202
6389,66
10522,109
4605,154
3062,404
3654,302
4539,291
7103,78
25313,26
3338,43
10123,12
19620,83
6627,19
24638,0
5175,203
6827,0
51436,0
