playerID,Name,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
9943,Almen Abdi,0,0,2.59375,2.4375,0,0.3125,1.0,0.75,0.28125,0,4.28125,4.375,4.78125,0.375,0.6875,0.96875,0,0.0,0.0,29.3125,0.9159375,0.125,1.71875,0.96875,0.0625,1.125,0.125,0.0,1.1875,0.03125,0.0625,0.0,0.0625,0.0,0.03125,0.001875,0.0,0.03125,1.21875,0.3125,0.8125,0.03125,0,0,0,0,0,0,0,0
13286,Tammy Abraham,0,0,0.2808988764044944,0,0,0.34831460674157305,0.1348314606741573,0.6179775280898876,0.5056179775280899,0,0,0,0,0,0,0,0,0,0.056179775280898875,10.359550561797754,0.11640449438202247,0.07865168539325842,0.3595505617977528,0,0,0,0.02247191011235955,0.0,0.6292134831460674,0.43820224719101125,0.29213483146067415,0.033707865168539325,0.2247191011235955,0.011235955056179775,0.033707865168539325,0.0032584269662921344,0.0,0.0,1.8426966292134832,0.7640449438202247,0.4606741573033708,0.33707865168539325,0,0,0,0,0,0,0,0
4081,Charlie Adam,0,0,1.5120772946859904,0.37681159420289856,0,0.5845410628019324,1.0144927536231885,1.1111111111111112,0.43478260869565216,0,5.024154589371981,4.78743961352657,5.028985507246377,0.8115942028985508,1.077294685990338,0.7391304347826086,0,0.01932367149758454,0.12077294685990338,35.4975845410628,0.17149758454106281,0.2028985507246377,4.396135265700483,0.1111111111111111,0.30917874396135264,3.898550724637681,0.2318840579710145,0.01932367149758454,1.6135265700483092,0.00966183574879227,0.15942028985507245,0.00966183574879227,0.014492753623188406,0.13526570048309178,0.043478260869565216,0.0007729468599033816,0.05314009661835749,0.00966183574879227,1.9951690821256038,0.5603864734299517,0.13526570048309178,0.033816425120772944,0,0,0,0,0,0,0,0
4979,Adama Traoré,0,0,0.7093023255813954,0,0,0.31976744186046513,0.19767441860465115,0.23255813953488372,0.12790697674418605,0,0,0,0,0,0,0,0,0,0.08139534883720931,14.831395348837209,0.08622093023255814,0.13372093023255813,3.1802325581395348,0,0,0,0.046511627906976744,0.0,0.8255813953488372,0.1744186046511628,0.05232558139534884,0.005813953488372093,0.040697674418604654,0.005813953488372093,0.03488372093023256,0.00029069767441860465,0.0,0.0,0.8662790697674418,0.23837209302325582,0.16279069767441862,0.05232558139534884,0,0,0,0,0,0,0,0
13549,Tosin Adarabioyo,0.23255813953488372,1.4186046511627908,1.1162790697674418,1.1162790697674418,0.0,0.06976744186046512,1.2325581395348837,5.604651162790698,2.813953488372093,0.0,4.255813953488372,4.0,2.302325581395349,0.27906976744186046,2.441860465116279,1.0232558139534884,0.023255813953488372,0.023255813953488372,0.0,55.44186046511628,1.2893023255813953,0.0,0.06976744186046512,0.7674418604651163,0.0,3.302325581395349,0.023255813953488372,0.0,0.5116279069767442,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,Emmanuel Adebayor,0,0,0.5850622406639004,0,0,0.42323651452282157,0.22821576763485477,0.6224066390041494,0.23651452282157676,0,0,0,0,0,0,0,0,0,0.14937759336099585,27.813278008298756,0.11539419087136929,0.06224066390041494,0.7842323651452282,0,0,0,0.07053941908713693,0.008298755186721992,1.3070539419087137,1.3609958506224067,0.4024896265560166,0.08298755186721991,0.24896265560165975,0.04564315352697095,0.04979253112033195,0.0016597510373443985,0.04149377593360996,0.0,2.2780082987551866,0.991701244813278,0.1825726141078838,0.21991701244813278,0,0,0,0,0,0,0,0
9131,Albert Adomah,0,0,2.5,40.0,0,1.0,0.5,0.0,0.0,0,3.0,4.5,9.0,1.0,0.0,2.5,0,0.0,0.0,16.0,8.0,0.0,4.5,11.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.5,0,0,0,0,0,0,0,0
4852,Adrián,0.2733812949640288,1.3381294964028776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07194244604316546,0.0,25.0431654676259,0.18014388489208633,0,0,0,0,7.884892086330935,0.07194244604316546,0.014388489208633094,0.03597122302158273,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3.338129496402878,0.03597122302158273,0.41007194244604317,1.079136690647482,0.381294964028777,0.8057553956834532,3.9568345323741005,9.100719424460431
4968,Ibrahim Afellay,0,0,0.673469387755102,1.6734693877551021,0,0.24489795918367346,0.32653061224489793,0.2857142857142857,0.12244897959183673,0,4.326530612244898,2.877551020408163,2.836734693877551,1.0408163265306123,0.30612244897959184,0.40816326530612246,0,0.0,0.04081632653061224,31.510204081632654,0.643061224489796,0.08163265306122448,1.6938775510204083,0.32653061224489793,0.08163265306122448,1.5510204081632653,0.08163265306122448,0.02040816326530612,0.46938775510204084,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0008163265306122449,0.0,0.0,0.9183673469387755,0.1836734693877551,0.40816326530612246,0.04081632653061224,0,0,0,0,0,0,0,0
4040,Benik Afobe,0,0,0.2857142857142857,0,0,0.19047619047619047,0.1111111111111111,0.5396825396825397,0.42857142857142855,0,0,0,0,0,0,0,0,0,0.047619047619047616,10.682539682539682,0.16952380952380952,0.031746031746031744,0.12698412698412698,0,0,0,0.015873015873015872,0.0,0.7142857142857143,0.42857142857142855,0.15873015873015872,0.047619047619047616,0.06349206349206349,0.047619047619047616,0.031746031746031744,0.0025396825396825397,0.0,0.0,0.9682539682539683,0.4126984126984127,0.6825396825396826,0.30158730158730157,0,0,0,0,0,0,0,0
