playerID,Appearance
10483,18
13286,89
4081,207
9199,52
13549,43
4852,139
11357,14
4968,49
4040,63
4328,275
10559,3
24695,0
6609,39
10439,34
4499,178
4482,4
3564,307
4916,200
14732,175
33112,0
13984,0
4413,199
9167,194
3732,2
4093,179
14743,0
12306,98
15128,1
19731,26
5490,44
8234,0
5594,89
10476,60
4550,106
9595,209
8242,86
7175,1
4823,184
8050,94
4859,80
5110,134
11293,84
9468,111
5595,215
4496,335
13279,15
9762,12
20538,13
12937,70
3030,420
11260,29
4749,0
8457,0
4711,2
14623,8
15030,0
2517,303
4115,232
13590,0
8246,200
10520,51
1308,652
3312,51
7450,77
32838,15
3608,7
19589,135
2537,256
3765,105
4474,183
20879,0
14758,6
13490,16
4492,280
4205,133
6215,9
5067,180
2886,262
10451,46
10426,0
8882,92
19655,0
13231,0
4888,90
4769,1
10441,1
3348,26
4898,53
4763,119
5721,51
4838,115
13475,0
16622,20
13560,10
4601,128
12584,70
4788,101
9030,10
4158,160
21627,0
15094,0
9032,3
5810,29
14742,27
5668,66
2152,149
14636,1
4674,15
13873,0
8162,39
3744,269
23695,0
8892,0
10596,40
11965,0
4634,87
10956,0
10466,36
4341,175
14547,0
2620,394
9576,170
4636,168
4254,23
5001,115
4843,180
9869,1
1634,481
15989,7
4430,94
13814,0
3160,183
2651,443
11347,158
4844,124
4105,54
4620,165
14632,0
4161,158
13491,142
13510,1
13248,53
11191,30
19608,52
4495,93
3562,214
11146,1
12365,38
3448,242
9100,66
4604,222
10268,0
3713,183
3600,337
23739,0
21653,45
8045,180
3549,105
2889,300
4911,126
2559,9
8897,269
1629,468
13716,45
5174,0
10539,3
33158,0
24679,0
3242,129
5328,34
3807,241
8389,0
9251,52
12854,60
2985,72
14457,24
4100,213
10526,2
13389,143
2423,306
4198,243
4288,224
4330,391
4885,22
14834,0
4546,56
9947,165
1526,496
5345,51
1911,138
3799,204
4123,243
11002,24
14643,0
16747,56
4777,127
32936,15
3982,239
15199,37
14800,5
3642,0
4941,95
4112,252
3925,154
5577,0
19678,12
13823,195
14442,0
6362,11
3670,104
6451,127
3601,118
14771,1
23738,0
4340,146
8163,186
2341,175
12707,196
12265,0
15038,6
14753,2
8962,0
21468,1
2214,52
16803,40
4845,250
3156,352
2934,278
3309,331
2417,350
3182,31
14631,0
7564,21
3604,260
4810,123
23976,1
15759,42
5672,199
4804,264
5344,64
13867,22
5144,0
4129,46
1943,341
14805,111
14298,1
3170,134
2932,390
13561,49
25292,3
25309,16
8044,136
8052,173
8935,1
10479,4
5371,116
7482,19
12639,51
19680,173
10423,46
9650,22
3868,5
12946,4
5937,11
4771,145
4600,43
15146,0
3046,180
14453,0
4481,255
9634,3
14830,5
10651,99
4547,0
23747,63
11134,11
3390,188
4554,89
19909,0
8055,24
12815,25
1870,31
7946,182
2758,266
8650,4
14766,0
22542,169
13985,8
6210,136
12582,144
5101,169
15027,0
12173,47
4545,38
24839,0
3183,19
14835,0
3819,79
20869,0
20101,3
3143,340
13777,5
4713,118
4503,245
2933,116
19609,2
13234,16
3712,408
8586,147
2569,183
10855,0
10475,132
10501,2
3719,195
14619,0
21858,0
10949,0
9936,0
21691,0
6194,41
3801,64
11575,88
5713,114
10564,122
14637,2
13191,0
8340,0
23744,0
2074,9
23702,72
24625,0
9417,3
13229,1
15292,0
2053,322
10734,2
5272,197
4527,119
7234,27
5772,33
13554,178
10542,0
5588,26
4284,0
8245,184
4760,0
2928,245
4717,198
12212,48
33056,0
13246,0
3222,376
4786,28
3669,42
21886,0
10480,145
15481,31
4541,75
4248,93
5803,13
11070,2
11355,13
13556,1
14696,0
4331,37
15122,0
23815,49
4835,52
4606,178
6425,68
19605,108
3508,197
19611,39
10191,3
4101,2
3960,297
13492,222
19679,0
19600,29
25311,15
5156,37
20383,0
4333,219
3644,154
15194,0
13285,55
10449,50
13509,0
4656,187
22546,107
3926,204
10517,17
15134,0
4886,7
15608,39
14693,0
8982,72
4141,165
5368,80
3653,265
12359,46
4030,255
5861,270
12735,27
6899,158
4618,261
4842,177
13872,174
11044,112
9257,156
14776,0
14642,0
5561,4
20180,0
3830,105
2852,0
16607,42
13866,14
5583,74
2270,416
16550,1
14982,0
4154,19
5066,144
4337,178
3244,196
5551,69
4664,351
7124,35
5179,146
14168,0
8888,6
3837,48
13278,96
12444,71
4813,162
4487,231
3173,7
3137,247
5762,145
4290,278
16088,1
14170,1
10422,0
13228,0
13987,0
9566,207
7985,0
8983,263
10428,94
15418,0
14456,0
3995,22
5566,9
6519,263
5334,59
4918,123
12374,0
8171,156
3251,168
15404,0
5078,32
2359,95
11272,180
4245,104
11177,52
19677,2
13932,0
13508,0
11284,105
4287,278
16275,0
3861,251
5375,130
32638,7
9960,80
5850,42
4224,319
4437,203
8107,75
3979,272
4395,158
14447,0
3779,46
24797,149
9649,20
14824,132
3909,231
15160,0
19617,85
19778,24
4246,156
22575,11
13280,2
4179,245
5859,174
2100,600
8900,135
4507,151
14822,1
5879,116
10464,0
5102,78
13778,0
5239,86
5178,207
15293,1
10518,66
14698,0
19619,96
5804,47
7219,90
8966,170
13387,55
2529,311
3983,220
22570,59
19603,99
15118,0
12356,0
4822,57
19911,0
9581,4
4772,148
5208,21
11147,3
3869,102
3333,78
2011,118
6903,8
4472,187
7122,31
3546,220
3956,176
20479,175
14270,0
20708,31
14712,0
14450,25
15184,0
15052,6
13390,65
14451,71
15938,19
14807,2
3014,414
19604,19
13795,2
23556,23
3924,70
13821,93
24353,11
20870,0
10425,0
13584,0
20095,3
15154,28
15140,0
21532,32
13871,91
5514,176
10543,8
3889,47
13494,114
13717,0
2867,197
7490,26
23615,0
10465,107
14436,0
10420,29
6058,136
10535,8
4252,229
4714,184
13283,4
16467,0
4319,54
10953,17
10440,0
13962,0
9664,0
4972,137
13825,0
9895,7
21903,2
11213,106
7081,26
14144,0
4525,183
14161,0
4640,225
12463,6
4821,225
3920,157
10079,156
4433,48
13822,77
16790,107
8049,67
4084,204
21677,28
23820,1
11241,0
19673,45
13703,123
3548,262
11013,3
2216,34
4405,169
