MatchID,Home_team,Away_team,Score_home,Score_away
46739,Man Utd,Aston Villa,2,2
46735,Burnley,Crystal Palace,0,2
46736,Chelsea,West Ham,0,1
46738,Liverpool,Brighton,2,1
46743,Spurs,Bournemouth,3,2
46742,Southampton,Watford,2,1
46741,Norwich,Arsenal,2,2
46744,Wolves,Sheffield Utd,1,1
46740,Newcastle,Man City,2,2
46726,Aston Villa,Newcastle,2,0
46732,Sheffield Utd,Man Utd,3,3
46725,Arsenal,Southampton,2,2
46727,Bournemouth,Wolves,1,2
46728,Brighton,Leicester,0,2
46729,Crystal Palace,Liverpool,1,2
46730,Everton,Norwich,0,2
46733,Watford,Burnley,0,3
46731,Man City,Chelsea,2,1
46734,West Ham,Spurs,2,3
46718,Liverpool,Man City,3,1
46715,Burnley,West Ham,3,0
46720,Newcastle,Bournemouth,2,1
46722,Southampton,Everton,1,2
46723,Spurs,Sheffield Utd,1,1
46717,Leicester,Arsenal,2,0
46719,Man Utd,Brighton,3,1
46724,Wolves,Aston Villa,2,1
46721,Norwich,Watford,0,2
46716,Chelsea,Crystal Palace,2,0
46710,Everton,Spurs,1,1
46705,Arsenal,Wolves,1,1
46706,Aston Villa,Liverpool,1,2
46708,Brighton,Norwich,2,0
46711,Man City,Southampton,2,1
46712,Sheffield Utd,Burnley,3,0
46714,West Ham,Newcastle,2,3
46713,Watford,Chelsea,1,2
46709,Crystal Palace,Leicester,0,2
46707,Bournemouth,Man Utd,1,0
46695,Arsenal,Crystal Palace,2,2
46698,Liverpool,Spurs,2,1
46701,Norwich,Man Utd,1,3
46697,Burnley,Chelsea,2,4
46700,Newcastle,Wolves,1,1
46702,Southampton,Leicester,0,9
46699,Man City,Aston Villa,3,0
46696,Brighton,Everton,3,2
46703,Watford,Bournemouth,0,0
46704,West Ham,Sheffield Utd,1,1
46692,Sheffield Utd,Arsenal,1,0
46691,Man Utd,Liverpool,1,1
46688,Crystal Palace,Man City,0,2
46689,Everton,West Ham,2,0
46685,Aston Villa,Brighton,2,1
46686,Bournemouth,Norwich,0,0
46687,Chelsea,Newcastle,1,0
46690,Leicester,Burnley,2,1
46693,Spurs,Watford,1,1
46694,Wolves,Southampton,1,1
46680,Newcastle,Man Utd,1,0
46684,West Ham,Crystal Palace,1,2
46675,Arsenal,Bournemouth,1,0
46679,Man City,Wolves,0,2
46682,Southampton,Chelsea,1,4
46676,Brighton,Spurs,3,0
46677,Burnley,Everton,1,0
46678,Liverpool,Leicester,2,1
46681,Norwich,Aston Villa,1,5
46683,Watford,Sheffield Utd,0,0
46671,Man Utd,Arsenal,1,1
46670,Leicester,Newcastle,5,0
46669,Everton,Man City,1,3
46672,Sheffield Utd,Liverpool,0,1
46665,Aston Villa,Burnley,2,2
46666,Bournemouth,West Ham,2,2
46667,Chelsea,Brighton,2,0
46668,Crystal Palace,Norwich,2,0
46673,Spurs,Southampton,2,1
46674,Wolves,Watford,2,0
46655,Arsenal,Aston Villa,3,2
46657,Chelsea,Liverpool,1,2
46662,Newcastle,Brighton,0,0
46658,Crystal Palace,Wolves,1,1
46664,West Ham,Man Utd,2,0
46663,Southampton,Bournemouth,1,3
46660,Leicester,Spurs,2,1
46656,Burnley,Norwich,2,0
46659,Everton,Sheffield Utd,0,2
46661,Man City,Watford,8,0
46645,Aston Villa,West Ham,0,0
46653,Watford,Arsenal,2,2
46650,Norwich,Man City,3,2
46646,Bournemouth,Everton,3,1
46648,Liverpool,Newcastle,3,1
46647,Brighton,Burnley,1,1
46649,Man Utd,Leicester,1,0
46651,Sheffield Utd,Southampton,0,1
46652,Spurs,Crystal Palace,4,0
46654,Wolves,Chelsea,2,5
46635,Arsenal,Spurs,2,2
46636,Burnley,Liverpool,0,3
46639,Everton,Wolves,3,2
46643,Southampton,Man Utd,1,1
46637,Chelsea,Sheffield Utd,2,2
46638,Crystal Palace,Aston Villa,1,0
46640,Leicester,Bournemouth,3,1
46641,Man City,Brighton,4,0
46642,Newcastle,Watford,1,1
46644,West Ham,Norwich,2,0
46632,Spurs,Newcastle,0,1
46634,Wolves,Burnley,1,1
46628,Liverpool,Arsenal,3,1
46626,Bournemouth,Man City,1,3
46625,Aston Villa,Everton,2,0
46630,Norwich,Chelsea,2,3
46627,Brighton,Southampton,0,2
46629,Man Utd,Crystal Palace,1,2
46631,Sheffield Utd,Leicester,1,2
46633,Watford,West Ham,1,3
46624,Wolves,Man Utd,1,1
46618,Chelsea,Leicester,1,1
46620,Man City,Spurs,2,2
46622,Sheffield Utd,Crystal Palace,1,0
46615,Arsenal,Burnley,2,1
46616,Aston Villa,Bournemouth,1,2
46617,Brighton,West Ham,1,1
46619,Everton,Watford,1,0
46621,Norwich,Newcastle,3,1
46623,Southampton,Liverpool,1,2
46613,Man Utd,Chelsea,4,0
46610,Spurs,Aston Villa,3,1
46609,Leicester,Wolves,0,0
46614,Newcastle,Arsenal,0,1
46605,Liverpool,Norwich,4,1
46612,West Ham,Man City,0,5
46606,Bournemouth,Sheffield Utd,1,1
46607,Burnley,Southampton,3,0
46608,Crystal Palace,Everton,0,0
46611,Watford,Brighton,0,3
