MatchID,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away
74965,39.1,60.9,3,8,14,23,497,682,302,469,19,15,32,16,7,9,3,2,2,2,7,11,,
74962,31.1,68.9,8,6,14,17,429,693,218,488,24,24,21,13,2,6,1,1,2,2,8,9,,
74964,68.1,31.9,3,3,8,6,826,485,661,308,16,14,12,28,10,3,1,1,4,2,6,11,,
74967,51.7,48.3,6,9,23,19,599,604,359,362,18,23,18,35,13,5,2,1,2,2,19,12,,
74968,52.7,47.3,3,3,11,8,665,626,486,442,13,12,17,29,4,6,1,1,2,1,13,10,,
74969,51.9,48.1,10,3,23,9,659,629,475,433,19,18,17,19,10,3,3,0,3,4,9,6,,
74970,50.8,49.2,2,1,7,12,630,593,432,406,14,20,26,18,5,6,1,0,4,2,10,14,,
74956,53.9,46.1,2,2,10,9,781,682,595,513,21,15,16,10,1,3,0,2,1,3,7,15,,
74951,58.9,41.1,9,3,22,4,699,524,504,352,10,16,10,24,10,3,1,1,2,3,10,14,,
74952,34.1,65.9,2,4,5,17,519,795,320,603,24,26,27,13,2,5,0,3,2,1,12,12,,
74959,74.9,25.1,9,1,17,8,924,407,785,261,13,14,6,24,10,1,2,2,0,1,9,7,,
74957,38.3,61.7,4,3,14,12,534,779,369,621,13,7,22,17,3,4,1,0,2,5,10,10,,
74958,71.8,28.2,6,2,23,5,823,447,625,256,7,23,4,42,13,0,2,2,0,2,9,10,,
74953,48.9,51.1,4,3,13,9,667,664,472,482,21,14,26,5,4,6,1,0,1,2,11,8,,
74954,39.1,60.9,3,4,10,7,545,736,344,533,26,23,22,11,3,3,0,2,2,1,9,11,,
74960,32.2,67.8,7,4,9,10,478,805,259,561,19,26,29,26,5,3,0,3,2,1,15,10,,
74955,69.1,30.9,5,2,14,7,898,527,644,292,25,28,12,35,10,2,2,2,3,3,10,9,,
74948,55.3,44.7,1,7,17,18,754,653,568,462,21,13,7,25,6,1,1,3,6,1,11,13,,
74941,72,28,8,3,22,11,793,425,595,223,15,24,5,30,9,2,1,0,2,3,6,12,,
74942,57.8,42.2,3,2,9,7,771,606,582,419,17,13,13,29,3,2,2,1,2,0,10,10,,
74950,36.1,63.9,4,6,10,21,469,662,265,458,22,15,36,13,4,13,3,1,2,1,10,11,,
74949,48.3,51.7,5,6,17,11,571,594,364,404,17,14,10,36,5,3,1,1,0,3,4,14,,
74943,57.8,42.2,5,7,20,14,706,588,514,385,14,22,12,37,8,5,0,2,2,2,8,8,,
74944,42.8,57.2,4,2,13,10,542,659,353,475,14,22,8,16,5,3,2,1,2,3,10,14,,
74945,45.1,54.9,4,5,7,17,624,710,446,524,18,17,25,14,3,11,3,1,1,2,10,7,1,0
74946,69.4,30.6,12,2,19,5,849,455,681,303,12,20,3,17,8,1,3,0,0,1,6,5,,
74947,74.3,25.7,5,2,18,2,916,411,770,265,12,9,3,27,6,1,2,1,1,2,14,8,,
74937,29.5,70.5,5,5,13,17,478,835,273,645,24,13,34,7,6,8,2,2,3,1,11,7,,
74938,31.3,68.7,6,10,12,21,440,794,275,608,13,9,22,13,5,5,2,1,4,2,14,7,1,0
74935,39.1,60.9,6,3,12,14,514,719,318,494,26,22,14,12,4,6,1,7,0,1,16,15,0,1
74940,49.6,50.4,3,2,13,11,633,655,467,485,8,17,12,16,5,4,3,1,2,0,10,7,,
74931,41.8,58.2,1,6,6,14,576,773,411,580,22,14,11,20,3,4,1,3,2,1,12,10,,
74939,49.9,50.1,4,3,11,20,661,652,472,477,18,18,17,17,8,6,2,0,2,2,10,8,,
74932,50.8,49.2,9,5,17,13,639,612,448,428,14,26,11,8,4,2,1,1,2,1,16,14,,
74933,48.3,51.7,8,5,19,14,602,613,412,444,13,22,15,20,6,2,4,1,3,2,6,9,,
74934,43.7,56.3,9,5,18,13,498,592,311,417,12,12,22,9,6,3,5,7,3,2,13,7,,
74936,62,38,1,3,6,9,758,525,556,335,15,19,20,22,2,5,0,1,2,3,11,15,,
74926,72.6,27.4,4,3,24,7,951,495,741,274,20,23,8,38,4,2,3,2,2,4,7,8,1,0
74925,63.7,36.3,3,5,16,10,806,557,597,340,28,25,5,32,8,5,2,1,3,0,9,9,,
74923,33.3,66.7,7,4,13,15,421,699,255,525,6,12,13,22,8,2,1,2,0,4,6,15,,
74928,43.2,56.8,6,5,13,19,497,585,288,381,16,16,29,17,6,7,3,2,4,1,10,11,,
74922,57.5,42.5,4,4,12,15,697,547,517,378,15,16,16,17,5,8,2,3,4,1,9,7,,
74921,49.9,50.1,7,2,19,6,621,611,462,472,8,12,11,16,6,2,2,3,1,1,15,9,,
74924,54.5,45.5,7,1,13,4,542,508,374,314,18,12,19,32,7,3,1,4,2,3,8,6,,
74927,66.7,33.3,7,1,19,3,840,463,696,353,8,10,4,20,11,1,2,1,0,3,9,9,,
74929,42.6,57.4,4,5,14,13,549,661,332,454,17,27,17,20,2,5,1,1,1,3,10,12,,
74930,59.6,40.4,1,3,7,9,691,525,496,328,18,19,14,22,5,3,1,0,3,3,7,14,,
74920,24.6,75.4,1,2,6,14,391,967,263,833,14,6,17,11,1,4,4,1,0,1,8,4,,
74913,37.3,62.7,4,6,8,15,533,778,335,566,24,19,27,16,4,16,0,2,3,2,14,11,,
74916,55.4,44.6,5,3,14,8,748,604,580,457,13,11,12,16,5,6,2,2,,,6,5,,
74919,62.9,37.1,5,4,17,15,732,509,548,326,12,14,10,24,6,2,3,1,4,1,7,12,,
74911,56.3,43.7,2,2,10,10,770,652,562,438,18,29,19,24,3,5,1,2,1,2,16,11,,
74914,33.1,66.9,3,4,9,11,499,811,294,612,25,11,30,14,4,4,4,4,2,0,7,9,,
74912,34.4,65.6,3,2,7,15,501,770,301,571,20,10,36,8,5,5,1,4,3,3,18,16,,
74915,40.1,59.9,4,6,12,15,551,773,355,546,21,16,22,16,6,4,0,1,2,0,13,9,,
74917,61.4,38.6,10,0,23,5,675,504,469,294,19,15,14,36,11,1,2,0,0,3,9,14,,
74918,57.5,42.5,8,2,18,10,733,596,554,410,24,14,18,19,10,2,2,0,3,0,11,6,,
,,,,,,,,,,,,,,,,,,,,,,,,
