MatchID,Home_team,Away_team,Score_home,Score_away
38678,Brighton,Man City,1,4
38679,Burnley,Arsenal,1,3
38680,Crystal Palace,Bournemouth,5,3
38681,Fulham,Newcastle,0,4
38682,Leicester,Chelsea,0,0
38683,Liverpool,Wolves,2,0
38684,Man Utd,Cardiff,0,2
38685,Southampton,Huddersfield,1,1
38686,Spurs,Everton,2,2
38687,Watford,West Ham,1,4
38674,Man City,Leicester,1,0
38668,Arsenal,Brighton,1,1
38670,Cardiff,Crystal Palace,2,3
38675,Newcastle,Liverpool,2,3
38671,Chelsea,Watford,3,0
38673,Huddersfield,Man Utd,1,1
38672,Everton,Burnley,2,0
38669,Bournemouth,Spurs,1,0
38676,West Ham,Southampton,3,0
38677,Wolves,Fulham,1,0
38664,Man Utd,Chelsea,1,1
38658,Brighton,Newcastle,1,1
38662,Leicester,Arsenal,3,0
38659,Burnley,Man City,0,1
38663,Liverpool,Huddersfield,5,0
38666,Spurs,West Ham,0,1
38660,Crystal Palace,Everton,0,0
38661,Fulham,Cardiff,1,0
38665,Southampton,Bournemouth,3,3
38667,Watford,Wolves,1,2
38617,Wolves,Arsenal,3,1
38613,Man Utd,Man City,0,2
38635,Spurs,Brighton,1,0
38615,Watford,Southampton,1,1
38651,Chelsea,Burnley,2,2
38648,Arsenal,Crystal Palace,2,3
38650,Cardiff,Liverpool,0,2
38655,Newcastle,Southampton,3,1
38652,Everton,Man Utd,4,0
38649,Bournemouth,Fulham,0,1
38654,Man City,Spurs,1,0
38653,Huddersfield,Watford,1,2
38656,West Ham,Leicester,2,2
38657,Wolves,Brighton,0,0
38609,Brighton,Cardiff,0,2
38647,Watford,Arsenal,0,1
38643,Liverpool,Chelsea,2,0
38644,Man Utd,West Ham,2,1
38640,Crystal Palace,Man City,1,3
38642,Leicester,Newcastle,0,1
38646,Spurs,Huddersfield,4,0
38638,Brighton,Bournemouth,0,5
38639,Burnley,Cardiff,2,0
38641,Fulham,Everton,2,0
38645,Southampton,Wolves,3,1
38629,Chelsea,West Ham,2,0
38630,Everton,Arsenal,1,0
38634,Southampton,Liverpool,1,3
38628,Bournemouth,Burnley,1,3
38631,Huddersfield,Leicester,1,4
38633,Newcastle,Crystal Palace,0,1
38572,Chelsea,Brighton,3,0
38632,Man City,Cardiff,2,0
38614,Spurs,Crystal Palace,2,0
38636,Watford,Fulham,4,1
38637,Wolves,Man Utd,2,1
38618,Arsenal,Newcastle,2,0
38625,Liverpool,Spurs,2,1
38619,Brighton,Southampton,0,1
38620,Burnley,Wolves,2,0
38622,Crystal Palace,Huddersfield,2,0
38624,Leicester,Bournemouth,2,0
38626,Man Utd,Watford,2,1
38627,West Ham,Everton,0,2
38621,Cardiff,Chelsea,1,2
38623,Fulham,Man City,0,2
38611,Everton,Chelsea,2,0
38608,Bournemouth,Newcastle,2,2
38610,Burnley,Leicester,1,2
38612,Fulham,Liverpool,1,2
38616,West Ham,Huddersfield,4,3
38598,Arsenal,Man Utd,2,0
38599,Cardiff,West Ham,2,0
38602,Huddersfield,Bournemouth,0,2
38603,Leicester,Fulham,3,1
38606,Newcastle,Everton,3,2
38607,Southampton,Spurs,2,1
38605,Man City,Watford,3,1
38604,Liverpool,Burnley,4,2
38600,Chelsea,Wolves,1,1
38601,Crystal Palace,Brighton,1,2
38591,Everton,Liverpool,0,0
38588,Bournemouth,Man City,0,1
38589,Brighton,Huddersfield,1,0
38590,Burnley,Crystal Palace,1,3
38593,Man Utd,Southampton,3,2
38597,Wolves,Cardiff,2,0
38596,West Ham,Newcastle,2,0
38595,Watford,Leicester,2,1
38592,Fulham,Chelsea,1,2
38594,Spurs,Arsenal,1,1
38578,Arsenal,Bournemouth,5,1
38587,Southampton,Fulham,2,0
38583,Chelsea,Spurs,2,0
38580,Crystal Palace,Man Utd,1,3
38584,Liverpool,Watford,5,0
38585,Man City,West Ham,1,0
38579,Cardiff,Everton,0,3
38581,Huddersfield,Wolves,1,0
38582,Leicester,Brighton,2,1
38586,Newcastle,Burnley,2,0
38569,Bournemouth,Wolves,1,1
38576,Newcastle,Huddersfield,2,0
38574,Leicester,Crystal Palace,1,4
38568,Arsenal,Southampton,2,0
38575,Man Utd,Liverpool,0,0
38571,Cardiff,Watford,1,5
38577,West Ham,Fulham,3,1
38570,Burnley,Spurs,2,1
38567,Wolves,Newcastle,1,1
38563,Man City,Chelsea,6,0
38559,Crystal Palace,West Ham,1,1
38561,Huddersfield,Arsenal,1,2
38562,Liverpool,Bournemouth,3,0
38564,Southampton,Cardiff,1,2
38566,Watford,Everton,1,0
38558,Brighton,Burnley,1,3
38565,Spurs,Leicester,3,1
38560,Fulham,Man Utd,0,3
38573,Everton,Man City,0,2
38557,West Ham,Liverpool,1,1
38555,Man City,Arsenal,3,1
38548,Brighton,Watford,0,0
38549,Burnley,Southampton,1,1
38551,Chelsea,Huddersfield,5,0
