MatchID,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away
59085,67.8,32.2,6,5,23,12,761,452,549,270,12,19,8,32,11,0,0,2,2,1,10,14,,
59066,67.3,32.7,4,2,11,12,875,528,692,339,17,14,8,24,7,3,1,1,1,1,11,11,,
59075,65.1,34.9,6,1,16,5,923,544,726,384,16,21,13,17,8,4,2,2,0,2,4,12,,
59054,52.4,47.6,6,4,15,15,720,664,522,467,14,13,16,20,6,5,2,2,1,2,13,15,,
59071,66.2,33.8,4,3,17,7,755,466,559,283,11,15,16,32,5,2,2,2,2,3,13,12,0,1
58896,37.3,62.7,0,7,11,13,506,753,334,566,5,12,18,19,3,4,3,2,1,2,15,13,,
59073,52.8,47.2,3,3,12,5,727,663,558,500,14,11,14,23,6,5,0,1,2,2,6,11,,
59063,33,67,3,1,7,17,572,879,352,675,18,16,43,3,1,10,6,1,1,3,5,12,,
59058,54.6,45.4,2,6,9,18,821,720,654,554,11,18,5,17,5,3,2,0,3,1,11,10,,
59059,44.4,55.6,4,2,9,7,637,734,414,510,24,22,23,8,3,6,0,3,1,3,8,18,,
59056,54.5,45.5,4,4,13,11,720,647,548,461,21,13,11,21,5,7,1,0,2,1,13,8,,
59065,38.1,61.9,3,12,7,21,570,817,374,623,13,14,19,16,3,5,3,2,1,2,7,4,,
59062,43.3,56.7,2,3,8,9,557,684,371,492,16,14,11,22,3,6,3,3,0,2,10,11,,
59060,60,40,2,5,10,11,763,579,589,392,15,16,16,21,5,4,2,0,2,0,9,7,,
59061,48.4,51.6,9,5,19,15,588,625,407,417,11,18,25,18,5,10,1,1,4,0,22,10,,
59064,36.7,63.3,7,5,20,18,561,796,347,591,24,20,23,8,3,5,0,1,2,1,15,13,1,0
59052,26.9,73.1,2,4,8,11,443,875,241,661,19,10,52,19,5,12,2,4,2,3,9,13,,
59046,49.7,50.3,2,3,13,11,661,679,492,511,17,10,7,14,5,4,,,2,0,11,4,,
59047,37.1,62.9,3,3,5,7,480,716,322,551,12,13,27,7,3,5,2,2,1,2,13,17,,
59053,62.6,37.4,3,3,8,8,757,532,576,340,15,15,11,26,4,3,2,3,3,1,16,15,,
59055,24.4,75.6,1,6,4,14,402,931,238,762,10,13,24,20,3,10,1,1,0,1,7,10,,
59051,58.2,41.8,3,5,11,9,787,607,611,439,15,16,5,24,2,2,4,2,1,1,11,7,,
59049,33.1,66.9,1,3,4,17,496,809,296,607,18,22,27,11,2,5,3,2,0,1,10,7,,
59048,63.4,36.6,5,2,16,10,747,532,550,314,17,19,17,20,11,4,1,1,3,1,16,3,,
59041,78.4,21.6,2,3,17,5,981,404,787,213,11,15,13,40,7,3,1,5,0,1,8,5,,
59045,54.8,45.2,6,3,11,6,746,644,542,466,21,14,6,25,9,2,2,0,4,1,20,13,,
59036,39,61,7,3,15,19,505,709,328,506,16,10,18,16,7,9,1,0,2,1,13,10,,
59042,75.1,24.9,6,2,11,7,1012,425,862,272,8,11,15,23,7,3,1,3,2,2,5,12,,
59043,43.8,56.2,2,3,10,7,612,741,420,545,18,13,17,23,5,3,0,2,2,4,11,10,,
59039,51.4,48.6,4,6,11,14,629,571,424,378,17,11,36,15,4,12,3,2,0,3,8,14,,
59044,43.6,56.4,4,4,11,13,589,748,423,574,14,11,6,17,5,4,2,1,,,6,8,,
59037,38.6,61.4,9,6,20,13,503,663,298,475,17,12,26,11,4,4,1,2,1,4,18,16,1,0
59038,46.7,53.3,1,2,10,3,573,616,331,396,24,34,22,19,6,3,1,4,2,0,15,12,,
59040,54.4,45.6,2,4,10,9,701,623,507,439,17,20,7,17,5,0,1,4,2,1,10,17,,
59027,36.4,63.6,4,3,10,15,424,646,260,463,14,11,21,11,1,7,1,2,2,1,11,15,,
59028,53.7,46.3,7,0,11,6,726,620,527,443,16,20,26,12,5,4,0,4,,,11,6,,
59031,41.5,58.5,14,4,26,17,568,694,354,478,19,16,30,12,11,13,2,4,1,0,6,6,,
59035,32.7,67.3,1,10,1,19,442,763,282,576,15,11,26,12,1,7,1,4,1,2,14,8,1,0
59033,48.3,51.7,3,5,9,11,686,744,498,547,26,14,4,18,6,6,3,2,2,2,9,11,,
59030,42.2,57.8,2,2,9,13,553,718,401,551,12,9,17,11,4,3,1,0,1,3,9,9,,
59032,49.5,50.5,5,4,12,11,645,649,470,480,12,7,27,20,2,9,1,0,1,3,7,17,0,1
59026,73.5,26.5,5,3,21,5,726,367,545,203,12,12,6,37,14,2,1,2,1,5,9,11,0,1
59034,56.4,43.6,3,4,8,17,710,615,518,406,20,19,13,26,5,3,2,4,2,2,15,14,,
59029,35.3,64.7,3,8,5,14,555,907,397,743,10,19,8,13,5,4,7,0,1,0,5,11,,
59017,59.1,40.9,7,4,27,6,597,458,388,273,6,19,12,25,10,1,1,2,1,1,17,19,,
59021,40.1,59.9,6,9,12,15,543,759,362,557,20,18,12,22,6,3,2,4,3,2,17,8,,
59016,35.2,64.8,4,3,9,13,517,791,340,632,8,11,28,13,2,7,1,1,1,3,13,13,1,0
59019,68.7,31.3,10,4,25,10,728,446,533,246,13,8,12,33,7,4,4,2,3,1,10,13,,
59020,61,39,2,6,14,11,730,526,547,344,21,13,13,16,4,6,2,2,2,3,12,9,,
59018,46.4,53.6,4,4,9,9,637,689,426,481,16,16,23,5,1,8,1,2,1,0,15,11,,
59024,75.8,24.2,11,2,17,8,998,443,813,254,12,26,8,29,7,4,2,0,0,2,8,9,,
59022,51.9,48.1,2,2,9,8,651,583,439,422,19,23,15,20,5,3,,,0,1,8,12,0,1
59023,45.1,54.9,4,3,12,13,625,698,418,494,17,14,34,19,5,6,1,0,2,2,12,12,,
59025,77.2,22.8,7,1,26,5,932,380,752,224,11,13,10,31,13,2,3,2,2,3,5,8,,
59009,24.9,75.1,5,6,10,12,452,925,227,707,17,21,42,22,6,8,2,2,3,1,9,5,,
59006,64.7,35.3,6,2,18,10,757,499,557,307,12,12,10,40,13,4,3,3,2,1,5,11,1,0
59011,54.1,45.9,6,4,15,12,727,629,539,455,12,25,20,11,9,5,4,1,2,1,9,10,,
59013,45.3,54.7,7,3,12,13,597,660,401,484,7,18,25,13,4,3,3,2,2,3,9,12,,
59012,46.1,53.9,2,2,11,9,647,726,502,580,23,6,13,1,4,3,2,2,1,1,13,6,,
59008,28,72,4,3,9,10,479,861,241,639,13,17,33,15,6,6,4,1,2,3,10,11,,
59014,68.2,31.8,6,0,16,3,758,425,572,259,21,17,18,19,8,4,3,0,0,1,8,14,,
59007,42.9,57.1,5,6,16,14,546,638,344,457,11,20,26,12,4,7,4,0,1,1,15,11,,
59010,64,36,7,8,13,19,747,505,544,297,17,12,15,22,5,6,2,0,1,2,12,10,,
59015,50.5,49.5,7,2,16,13,559,542,348,331,15,8,34,22,5,8,0,2,2,5,23,15,1,1
58997,47.7,52.3,4,3,12,10,585,623,377,420,21,15,19,11,4,3,2,3,3,3,12,12,,
59003,30.2,69.8,3,2,5,11,458,826,288,632,13,15,55,10,3,9,1,0,1,2,16,12,,
59000,60.6,39.4,6,3,11,9,786,560,626,395,12,19,18,15,4,6,1,3,1,1,8,14,,
59005,39.3,60.7,6,6,19,15,567,805,392,631,12,12,9,18,5,4,4,3,,,9,10,,
58999,45.8,54.2,11,3,23,8,624,705,408,481,20,30,19,19,8,4,1,4,0,2,12,9,,
59004,50.1,49.9,4,7,9,18,663,655,495,495,15,14,14,14,4,6,2,3,2,2,10,16,1,0
59002,29.7,70.3,1,4,4,13,469,875,273,674,16,18,26,17,6,5,4,4,1,3,13,6,,
59001,68.9,31.1,5,1,15,6,954,531,793,351,17,17,7,23,9,3,1,1,,,7,6,,
58998,41.4,58.6,3,6,8,13,601,767,396,581,15,19,20,22,8,4,0,3,,,6,9,,
58991,68,32,3,5,16,10,869,512,666,317,19,24,11,31,6,5,,,0,2,9,21,,
58995,34,66,2,6,6,16,418,699,272,518,9,6,29,9,3,7,1,3,1,1,20,7,,
58988,60.3,39.7,3,1,13,5,809,588,657,438,13,5,11,12,3,3,3,1,4,2,20,9,,
58986,56.2,43.8,2,5,13,11,683,599,494,405,13,12,16,36,8,4,2,0,3,4,13,13,,
58992,68.6,31.4,6,1,19,9,877,479,720,315,7,14,20,10,6,4,2,2,,,12,4,,
